state,year,enroll,total_revenue,federal_revenue,state_revenue,local_revenue,total_expenditure,instruction_expenditure,support_services_expenditure,other_expenditure,capital_outlay_expenditure,avg_attendence_elem_secd_schools,teachers_elem_secd_schools,high_school_completers_18_to_24,bachelor_completers_over_25,pupil_teacher_ratio,pub_high_school_graduates,expenditure_per_pupil,edu_expenditure_percent_gov_income,population,gdp_per_capita,income_per_capita,known_property_crimes,unemployment_rate
Virginia,2005,1203697.0,12182657,826830,4871813,6484014,12385157,6565022,3699703,510204.0,1180309,1133882.0,103944.0,0.8501808527715784,0.31641770859517315,11.67567,73667.0,9441.16084830697,0.171,7577105.0,52305,40319,198429.0,0.03575
Washington,2005,1019925.0,9141383,796450,5588494,2756439,9399603,4629347,2692637,428619.0,1292543,941238.0,53508.0,0.7979008413618952,0.29447021316740885,19.28656,61094.0,8362.36859009092,0.227,6257305.0,51956,37759,306271.0,0.05541666666666667
West Virginia,2005,279456.0,2701056,329159,1607433,764464,2698703,1524187,852145,174265.0,137026,271197.0,19940.0,0.8158471670491179,0.15600620494684242,14.08556,17137.0,9320.77746066513,0.124,1820492.0,33628,26593,44233.0,0.051
Wisconsin,2005,869301.0,9584108,565072,4770290,4248746,9433502,5128207,2944041,382137.0,472358,831809.0,60127.0,0.854432473451747,0.24447250384604574,14.555420000000002,63229.0,10140.980295957399,0.189,5546166.0,45131,34173,144299.0,0.04716666666666666
Wyoming,2005,84146.0,1132160,106484,585789,439887,1033603,510498,324752,29657.0,158464,77878.0,6706.0,0.8349605962704796,0.22537907231566584,12.58709,5616.0,11086.8636457022,0.103,514157.0,57642,38232,15814.0,0.035750000000000004
Alabama,2006,743265.0,6364028,730112,3540436,2093480,6591429,3326656,1983482,485936.0,666550,714197.0,54835.52120832681,0.7723828252133982,0.2114413720652115,13.24744,37918.0,7979.697645047509,0.134,4628981.0,37735,31315,140765.0,0.040666666666666684
Alaska,2006,132893.0,1625138,289855,918976,416307,1817656,871434,601197,58037.0,236931,122010.0,7762.5,0.8153913614395135,0.2747342962962963,16.77945,7361.0,12537.0436931399,0.122,675302.0,64349,40845,23100.0,0.06625
Arizona,2006,947266.0,8084068,963600,3635388,3485080,7934177,3733989,2436340,392902.0,1143569,933663.0,52828.789324792146,0.7578098319271945,0.2543068176972992,20.29927,54091.0,7636.953966259771,0.195,6029141.0,44086,34705,259872.0,0.04225
Arkansas,2006,472609.0,4247664,482038,3108910,656716,4343877,2265821,1297593,211065.0,449548,435278.0,33301.51969476468,0.7824742008668291,0.1792696436623458,13.57716,28790.0,8748.45720665873,0.19,2821761.0,35803,29308,107692.0,0.05175
California,2006,6295994.0,66302860,7421482,37439651,21441727,68722432,32387671,19079354,3259244.0,10047331,6349270.0,307661.8296346248,0.7873377237086249,0.29262803002334936,20.84404,343515.0,8416.10182083925,0.249,36021202.00000001,54842,42334,1155956.0,0.04916666666666666
Colorado,2006,778842.0,7295561,520673,3087795,3687093,7803324,3562901,2518038,298896.0,1024225,712476.0,46782.336398528845,0.8163438544850403,0.35194184908928894,16.903879999999994,44424.0,8938.25095722522,0.234,4720423.0,51515,40143,159794.0,0.043083333333333335
Connecticut,2006,549744.0,8436197,388080,3148507,4899610,7982143,4406855,2354944,290868.0,603391,558423.0,39440.70679406416,0.856694717481103,0.34426313065956177,14.7028,36222.0,13461.166452671201,0.166,3517460.0,67458,54191,81452.0,0.04333333333333333
Delaware,2006,114371.0,1544615,109044,969809,465762,1646885,817872,467410,64658.0,227679,113986.0,8095.581411302581,0.8052286888261435,0.2653328167674961,15.2095,7275.0,12330.1568175039,0.241,859268.0,67857,41343,29669.0,0.03591666666666666
District of Columbia,2006,59616.0,1092863,127371,0,965492,1081887,478688,433933,39503.0,126807,59137.0,5960.723258403507,0.8372905659426959,0.46009884310973465,13.53335,3150.0,17876.553798806202,,583841.0,164366,57025,27064.0,0.05791666666666665
Florida,2006,2663973.0,25423686,2460004,10215772,12747910,26609155,12211602,7492039,1437303.0,4860930,2494778.0,163080.35182557607,0.7920149665805873,0.2519808587889443,16.40465,134686.0,8376.427567102159,0.2,18166990.0,43926,38738,720176.0,0.032416666666666656
Georgia,2006,1597682.0,16165924,1455212,7136011,7574701,15839227,8583817,4432252,708588.0,1930006,1499317.0,113012.33808099705,0.7660076909396901,0.2667925490012263,14.34155,73498.0,9163.6812281859,0.241,9155813.0,47013,34665,329729.0,0.047250000000000014
Hawaii,2006,182818.0,2705532,225393,2431735,48404,1939968,1077351,643718,143911.0,74988,168009.0,11329.550383296348,0.9047456093730261,0.2850280139422581,16.034779999999998,10922.0,10746.5732192918,0.25,1309731.0,50631,38648,52165.0,0.026416666666666668
Idaho,2006,258314.0,1875346,201040,1046128,628178,1903720,1027985,557225,82623.0,189807,247009.0,14775.002675408294,0.8236807033055915,0.23143756772995414,18.10291,16096.0,6861.39962916331,0.25,1468668.9999999998,36931,31357,34762.0,0.03475
Illinois,2006,2097585.0,22724326,1886721,7144629,13692976,22622323,11327481,7242674,818234.0,2021097,1871619.0,135540.93896099596,0.8257846837131437,0.2952666523195351,15.02451,126817.0,10282.492112978101,0.205,12643955.0,52486,40124,166510.0,0.045666666666666654
Indiana,2006,1026106.0,11578988,740036,5380185,5458767,11260755,5348450,3313154,424213.0,985099,966967.0,61460.355096897074,0.7951977833807131,0.22363501346801348,17.04985,57920.0,9557.70566006906,0.248,6332669.0,43279,32747,196099.0,0.050833333333333335
Iowa,2006,483482.0,4898509,397290,2158255,2342964,4930613,2425326,1428006,215683.0,592789,477491.0,35683.1649054505,0.8717648628045342,0.23731222760774795,13.550670000000002,33693.0,8459.61303144981,0.175,2982644.0,45908,34434,82353.0,0.037000000000000005
Kansas,2006,467279.0,4648920,340728,2640757,1667435,4439000,2378494,1345794,191458.0,358866,407812.0,34403.99348120886,0.8399488550319997,0.2854419150536618,13.30158,29818.0,9905.09588241641,0.27,2762930.9999999995,43593,35353,102196.0,0.04391666666666666
Kentucky,2006,679621.0,6002056,680251,3439085,1882720,6112978,3082253,1830653,356721.0,686124,580937.0,43115.2273879859,0.8218639495443002,0.19700869428490508,15.75135,38449.0,8974.50116277669,0.209,4219239.000000001,38856,30440,95545.0,0.05733333333333335
Louisiana,2006,648313.0,6780668,1276913,2814302,2689453,6032182,3167501,1962367,338521.0,454736,648243.0,46371.66412346442,0.7673221362141064,0.20858557912457912,16.6,33275.0,8568.20341600295,0.17,4302665.0,49164,33276,151653.0,0.04424999999999999
Maine,2006,195675.0,2381908,201447,947857,1232604,2381439,1376177,660506,101979.0,115871,180223.0,16652.58692652639,0.8467209645734779,0.24528471448304084,11.52894,12950.0,11759.920087891102,0.175,1323619.0,39288,34302,33286.0,0.04566666666666668
Maryland,2006,860021.0,10697117,663284,4189334,5844499,10585292,5535192,3217615,448422.0,1037525,800553.0,58269.11365768755,0.8395930613336275,0.3393952984736979,14.57215,55536.0,11718.9156345676,0.18600000000000005,5627366.999999999,52697,45832,195476.0,0.03866666666666667
Massachusetts,2006,949951.0,14160242,749362,6175593,7235287,13503621,7613569,3989906,413514.0,904979,930151.0,72280.0690585737,0.8741481496509385,0.37259442839980744,13.24085,61272.0,12629.1430778444,0.139,6410084.0,59706,48307,151387.0,0.048916666666666664
Michigan,2006,1714416.0,19714584,1524718,11172247,7017619,20626758,9400832,6627833,872945.0,1842154,1574023.0,97427.27956989247,0.8186764039938015,0.24248051852265462,17.57149,102582.0,10598.3085533058,0.307,10036081.0,42206,33638,321331.0,0.07008333333333333
Minnesota,2006,812040.0,9314477,558287,6368364,2387826,9671933,4818788,2317030,697359.0,1063443,787521.0,51996.51509212074,0.844094870197633,0.3037478283486501,16.2021,58898.0,9760.55024945367,0.29100000000000004,5163555.0,51598,39407,154913.0,0.03991666666666667
Mississippi,2006,493952.0,4279581,856762,2108733,1314086,4066036,2096028,1244115,243110.0,413302,461112.0,32541.498747204212,0.7715259931412378,0.19214947114952857,15.30172,23848.0,7699.3457294540185,0.227,2904978.0,31513,27711,73528.0,0.06558333333333333
Missouri,2006,913765.0,8846493,740742,3830104,4275647,8654672,4483151,2619786,467463.0,758141,859441.0,67895.09230749526,0.8089980966279923,0.24046944500006476,13.63062,58417.0,8834.21348527706,0.241,5842704.000000001,42792,34144,223544.0,0.04866666666666666
Montana,2006,145259.0,1375638,190226,626958,558454,1377599,753664,442662,56642.0,97873,129948.0,10444.0,0.8068882030959941,0.2709826618848989,13.88902,10283.0,9652.78273617139,0.17,952692.0,36769,31809,24786.0,0.035083333333333334
Nebraska,2006,285547.0,3107061,301764,948001,1857296,2867250,1570629,805633,128776.0,280954,262805.0,21634.814892957744,0.8528827090972373,0.26467114408829684,13.401370000000002,19764.0,10169.6276783166,0.147,1772693.0,47056,35512,56810.0,0.031333333333333345
Nevada,2006,412747.0,3691628,258814,2137351,1295463,4022979,1840698,1088646,119224.0,760380,383403.0,22775.566383386184,0.7392917917804946,0.207573701378028,18.54226,16455.0,7719.627384240601,0.156,2522658.0,54797,39930,102036.0,0.040500000000000015
New Hampshire,2006,201044.0,2459051,130088,925677,1403286,2494247,1332640,696005,68406.0,201565,199952.0,15510.0,0.839292683322511,0.32008966042446574,13.12098,13988.0,10698.1308664079,0.225,1308389.0,48857,43763,23079.0,0.03441666666666667
New Jersey,2006,1371155.0,23915685,982557,9540387,13392741,24177714,12309954,7892051,837293.0,2033738,1358562.0,112086.5,0.8425236773238246,0.33983196336512633,12.36721,90049.0,15361.8257436908,0.243,8661679.0,57666,48360,198783.0,0.047333333333333324
New Mexico,2006,326761.0,3094036,446994,2197044,449998,3099738,1500318,1016791,153346.0,385590,323964.0,22141.366895295614,0.7390856119212093,0.24648581676498504,14.90825,17822.0,8425.957658875679,0.213,1962137.0,41206,30364,71457.0,0.04175
New York,2006,2787366.0,47018793,3340216,20183518,23495059,48359774,29589517,11898562,1264799.0,3970683,2556705.0,215421.5,0.8283366565952672,0.30895013687730477,12.83654,161817.0,16094.7222299796,0.202,19104631.0,59961,44448,393606.0,0.04558333333333333
North Carolina,2006,1378306.0,11709885,1184622,6846954,3678309,11725031,6342589,3344466,618610.0,1052527,1319335.0,101041.56967155455,0.7979073708752231,0.25571235940196263,12.86224,76710.0,7940.40601666749,0.234,8917270.0,46408,34112,353947.0,0.04758333333333333
North Dakota,2006,98172.0,1008339,151248,348475,508616,1017084,513113,269235,68526.0,92963,92843.0,8022.05309194467,0.8822838199049958,0.2661247643097643,12.07319,7192.0,9238.97763967128,0.147,649422.0,42762,32801,12245.0,0.03208333333333334
Ohio,2006,1769200.0,20957714,1479925,8695982,10781807,20589584,10048571,6796495,852673.0,2177340,1730080.0,113830.84504878358,0.8187004520600653,0.23539601834793036,16.62809,117356.0,10305.6500312124,0.189,11481213.0,44532,34148,369154.0,0.054250000000000013
Oklahoma,2006,634468.0,5120286,654807,2570987,1894492,5094695,2437935,1677749,492085.0,436567,591486.0,44340.89539600773,0.8016522487226861,0.21397757538610054,15.14929,36497.0,7449.039184359391,0.206,3594090.0,39391,34019,128680.0,0.04025
Oregon,2006,556185.0,5429145,516962,2737088,2175095,5386128,2834418,1803634,189427.0,319231,513650.0,29151.519224374126,0.8045564975645019,0.27738014199566213,18.79005,32394.0,9293.7809130731,0.16399999999999998,3670883.0,45752,34721,135396.0,0.05333333333333333
Pennsylvania,2006,1752402.0,23950553,1794419,7973651,14182483,24195122,11675380,7025760,966663.0,2009924,1702566.0,129332.70121638625,0.8576807097266337,0.25518312505902296,15.197779999999998,127830.0,11530.246818625501,0.18600000000000005,12510809.0,45021,38060,288517.0,0.04591666666666667
Rhode Island,2006,150112.0,2004709,149493,797349,1057867,1983578,1120778,690355,80127.0,28706,139001.0,12725.5,0.877339500143143,0.2892214180893993,13.3215,10108.0,13916.6579521011,0.154,1063096.0,48259,39106,27906.0,0.049416666666666664
South Carolina,2006,699027.0,6752813,664113,3023114,3065586,7148083,3310899,2071441,366285.0,1128702,647703.0,47797.0,0.7925782895525136,0.2391338653198653,14.36614,34970.0,8795.12526111505,0.193,4357847.0,37326,30577,184182.0,0.06458333333333333
South Dakota,2006,121718.0,1086433,177452,355719,553262,1052315,552199,334845,48881.0,86227,114673.0,9272.5,0.8073602278933029,0.2553493501683502,13.3581,8589.0,8272.8409738997,0.16399999999999998,783033.0,42825,35203,11010.0,0.031166666666666676
Tennessee,2006,953514.0,7195519,793477,3097824,3304218,7395357,4248091,1995464,395656.0,573015,881414.0,62242.568031548886,0.8007991251072831,0.2166404392473956,15.73546,50880.0,7580.37119446707,0.171,6088766.0,42177,32950,249672.0,0.05225
Texas,2006,4450272.0,41142403,4735208,13503141,22904054,43394244,20299749,11672256,1980118.0,6170544,4186812.0,312207.4717787889,0.7729161847208376,0.2482312272719973,14.75862,240485.0,8085.333965556609,0.258,23359580.0,47595,35008,958518.0,0.04891666666666666
Utah,2006,496507.0,3381146,342862,1825910,1212374,3371338,1709307,821539,255128.0,504723,478233.0,23747.104683318466,0.8378790703116015,0.28100403526113327,22.13985,29050.0,5809.377876474438,0.258,2525507.0,44004,31154,88142.0,0.02983333333333333
Vermont,2006,90850.0,1725093,102791,1153104,469198,1711762,763591,410862,37607.0,59192,92508.0,8800.0,0.8800267778719213,0.31467976583563967,10.7686,6779.0,13376.5985644485,0.256,622891.9999999999,41754,36944,14672.0,0.03683333333333333
Virginia,2006,1213616.0,13153845,866982,5126114,7160749,13481336,7024659,3974403,538026.0,1298749,1141790.0,88098.8330985529,0.8576114648429995,0.321802525282787,15.31523,69597.0,10046.2734285639,0.18,7673725.0,52866,42654,188753.0,0.03116666666666667
Washington,2006,1031668.0,9679682,801941,5899155,2978586,9915617,4826779,2852334,440909.0,1422488,946824.0,53727.87765460018,0.8052170041280968,0.29816659385716515,19.10526,60213.0,8702.478899985641,0.24,6370753.000000001,52900,40357,284106.0,0.05050000000000001
West Virginia,2006,279788.0,2814536,346628,1649661,818247,2852607,1569685,897874,184320.0,187462,271780.0,20123.0,0.8211209609578949,0.15918225689814536,14.36046,16763.0,9756.02066745162,0.105,1827912.0,34009,28406,44571.0,0.0495
Wisconsin,2006,869596.0,9855692,580810,5066552,4208330,9779642,5290595,3064437,400780.0,545716,834177.0,59516.13952105519,0.8616993222352609,0.24809149203251724,14.83694,63003.0,10483.6208862148,0.191,5577655.0,45515,36133,156111.0,0.047416666666666656
Wyoming,2006,86155.0,1150345,115937,507178,527230,1146527,571127,362807,34310.0,168214,77757.0,6787.328260869565,0.841654673187869,0.2278795092120302,12.64554,5527.0,12414.9568270381,0.107,522667.0,63428,43208,15075.0,0.031749999999999994
Alabama,2007,743273.0,7069040,689072,4070949,2309019,7196459,3653466,2174210,546077.0,687816,714302.0,50420.0,0.7812444806978325,0.21444234210406676,14.77321,38912.0,8742.84426195083,0.138,4672840.0,37522,32581,159419.0,0.03975
Alaska,2007,132197.0,1800616,282270,1052357,465989,1938755,927307,645857,60699.0,257723,120988.0,7613.0,0.8166394774635596,0.2754849396433471,17.21122,7666.0,13508.085082818101,0.112,680300.0,67228,43723,22501.0,0.0635
Arizona,2007,969875.0,8724434,953861,4204089,3566484,8709531,3977800,2656438,403069.0,1436673,972404.0,54032.0,0.7685663843859929,0.2566770197623641,20.12598,55954.0,8037.5237894949,0.207,6167681.0,44168,35751,254102.0,0.03825
Arkansas,2007,474532.0,4415981,483689,3319030,613262,4779308,2337748,1378576,450454.0,470562,436804.0,33882.0,0.7912322118800896,0.1829585531997829,14.137770000000002,27166.0,9152.1611890001,0.19,2848650.0,35205,30972,108865.0,0.053
California,2007,6288686.0,72516936,7200298,42333637,22983001,73225422,34685013,20655194,3467540.0,10058842,6351774.0,305230.0,0.7993738331712575,0.2956052230907721,20.78259,356641.0,9029.382817461701,0.246,36250311.0,55154,43692,1108606.0,0.05375
Colorado,2007,790211.0,7689014,529854,3307016,3852144,8039146,3782300,2483095,286754.0,1083411,722168.0,47761.0,0.8236237393142016,0.35552585296149286,16.78916,45628.0,9110.14193096343,0.231,4803867.999999999,52094,41996,141855.0,0.03725
Connecticut,2007,549230.0,8913149,386553,3299175,5227421,8685421,4610572,2503468,311943.0,913165,555428.0,39304.0,0.8612088271285872,0.34834447939198165,14.51827,37541.0,14143.0725944677,0.149,3527270.0,70096,57919,82442.0,0.044750000000000005
Delaware,2007,114678.0,1694929,102114,1071957,520858,1705204,825084,481610,68343.0,245757,113992.0,8198.0,0.8115225067866503,0.2683662349680366,14.9517,7205.0,12612.3489543126,0.241,871748.9999999999,66344,41834,29216.0,0.03441666666666667
District of Columbia,2007,56943.0,1148358,134700,0,1013658,1140506,491992,437772,40703.0,167103,61799.0,6347.0,0.8475423957658295,0.47256431723257064,12.35576,2944.0,18285.1803589055,,585915.9999999999,167668,60325,28922.0,0.05533333333333335
Florida,2007,2656176.0,28898362,2489027,11578932,14830403,29849892,13476109,8136539,1515095.0,5992654,2527431.0,168737.0,0.8006321495528902,0.2545701743331778,15.80454,142284.0,9055.44950069854,0.197,18367842.0,43506,39788,744473.0,0.04008333333333334
Georgia,2007,1628409.0,17755989,1475463,7907177,8373349,17389530,9507096,4672304,757339.0,2271958,1542305.0,116857.0,0.773699574743849,0.26945191118685907,14.1163,77829.0,9614.644955440071,0.251,9349988.000000002,46374,35516,353731.0,0.04541666666666667
Hawaii,2007,180728.0,2985593,256696,2681049,47848,2199604,1177781,732536,151243.0,138044,165415.0,11397.0,0.9065693417783862,0.28795901770181326,15.78459,11063.0,12364.0427228486,0.232,1315675.0,51245,40441,52866.0,0.02775
Idaho,2007,262935.0,2011951,202977,1338182,470792,1960472,1069134,590192,86738.0,163583,251278.0,15013.0,0.8301664543789153,0.23534994669996398,18.12556,16242.0,7073.80318611259,0.28800000000000003,1505105.0,37080,32580,33836.0,0.03041666666666666
Illinois,2007,2101075.0,23897153,1862627,7566377,14468149,23401917,11692204,7509591,834000.0,2082140,1879288.0,136571.0,0.83269606295752,0.29917010707109326,15.47038,130220.0,10816.1127065144,0.201,12695866.000000002,52856,42265,149018.0,0.04958333333333333
Indiana,2007,1034588.0,10458932,765168,5224450,4469314,11462062,5511104,3351081,448190.0,887670,976373.0,62334.0,0.7983097148889684,0.2259229740616037,16.79286,59887.0,9726.89477996626,0.24,6379599.0,44145,33717,194325.0,0.045583333333333344
