state,year,enroll,total_revenue,federal_revenue,state_revenue,local_revenue,total_expenditure,instruction_expenditure,support_services_expenditure,other_expenditure,capital_outlay_expenditure,avg_attendence_elem_secd_schools,teachers_elem_secd_schools,high_school_completers_18_to_24,bachelor_completers_over_25,pupil_teacher_ratio,pub_high_school_graduates,expenditure_per_pupil,edu_expenditure_percent_gov_income,population,gdp_per_capita,state_tax_collection,income_per_capita,known_property_crimes,unemployment_rate
New York,2010,2697357.0,55453300,3694050,23111427,28647823,60067253,36628097,14152383,1433218.0,6125749,2516922.0,211605.54,,,12.9247797576566,183826.0,19965.4423049264,0.204,19405185.0,61267,3895349000.0,48145,379710.0,0.08591666666666668
North Carolina,2010,1444409.0,16621268,1927843,7451302,7242123,14162497,7637844,3873929,705012.0,1192652,1366164.0,98357.47,,,15.154975011048998,88704.0,8930.378953771291,0.193,9574247.0,43141,1294314000.0,35275,329202.0,0.10816666666666669
North Dakota,2010,94997.0,1308214,277985,552616,477613,1267426,627378,342204,80790.0,142873,91114.0,8416.95,,,11.443931590421698,7155.0,10976.3036854929,0.17,674518.0,52185,88347000.0,43661,12010.0,0.03783333333333334
Ohio,2010,1669748.0,23247907,2310440,9987732,10949735,22701333,10976072,7468941,923709.0,2451038,1609008.0,109281.94,,,16.051975285211803,123437.0,12306.75686945,0.20199999999999999,11539282.0,42667,142318000.0,36360,376836.0,0.10241666666666667
Oklahoma,2010,653592.0,5778507,768319,2658186,2352002,5971651,2900568,1901671,624330.0,471937,610019.0,41277.8,,,15.98706810925,38503.0,8511.413426467041,0.14,3759529.0000000005,38303,216400000.0,35912,129464.0,0.06775000000000002
Oregon,2010,560239.0,6219779,813110,2947614,2459055,6398065,3246437,2054025,219391.0,573818,515644.0,28109.27,,,20.303622256999198,34671.0,10475.5745204056,0.11599999999999999,3837073.0,49601,353589000.0,35701,116657.0,0.10608333333333335
Pennsylvania,2010,1682887.0,27883991,2977089,9430947,15475955,28231191,13442543,7774897,1183764.0,2208448,1661990.0,129911.39,,,13.803901259158302,131182.0,13678.492554106799,0.198,12711063.0,46387,1648956000.0,42005,276366.0,0.08433333333333334
Rhode Island,2010,141023.0,2207123,247217,736525,1223381,2187163,1238257,758963,89242.0,40673,131538.0,11211.8,,,12.8251485042544,9908.0,16243.076449391001,0.141,1053168.9999999998,46332,121668000.0,42750,26959.0,0.11199999999999997
South Carolina,2010,715590.0,7755419,1058473,3377539,3319407,8242553,3797945,2445636,389554.0,1203253,664136.0,45210.4,,,16.0546688372587,40438.0,9886.77813580351,0.17600000000000002,4635834.0,35126,148500000.0,32161,181098.0,0.11133333333333335
South Dakota,2010,123555.0,1292742,250554,398601,643587,1281632,660064,382212,57639.0,146273,115242.0,9511.67,,,13.2603422953067,8162.0,9682.761267593409,0.153,816227.0,45605,31157000.0,41068,15188.0,0.04974999999999999
Tennessee,2010,971414.0,8405025,1094293,3834174,3476558,8760367,4934044,2516326,467568.0,627390,896130.0,66558.1,,,14.8354895948051,62408.0,8809.72685659447,0.177,6355882.0,39370,901617000.0,35657,232855.0,0.09633333333333335
Texas,2010,4728815.0,50559500,7984614,18899565,23675321,53810244,25097921,14179639,2401640.0,8055742,4473236.0,334996.94,,,14.733612193592,280894.0,9528.19968318238,0.292,25241647.999999996,47417,,37896,951246.0,0.08133333333333331
Utah,2010,538676.0,4250259,570301,2171889,1508069,4326951,2117551,1002867,308107.0,786272,528608.0,25676.71,,,22.804790800690604,31481.0,6876.712142078821,0.225,2775260.0,41500,245980000.0,31684,88316.0,0.07833333333333332
Vermont,2010,87750.0,1749898,173528,1326528,249842,1719870,890606,509650,47578.0,65751,86378.0,8382.08,,,11.5553657326105,7199.0,16586.2042765519,0.33,625842.0,42170,85178000.0,40925,14160.0,0.06083333333333335
Virginia,2010,1244673.0,14937195,1532041,5489710,7915444,14919831,8049137,4654459,565527.0,1127484,1159105.0,70947.13,,,17.6390503745536,81511.0,11382.603427644599,0.16699999999999998,8025206.0,51946,789655000.0,45343,187403.0,0.07125000000000001
Washington,2010,1034735.0,11919090,1400984,6931430,3586676,11820814,5934710,3402730,503236.0,1516372,960084.0,53934.11,,,19.3530216777472,66046.0,10241.7214358327,0.244,6741385.999999999,52679,,42206,249426.0,0.09991666666666665
West Virginia,2010,281828.0,3176874,513794,1677745,985335,3484593,1978226,1094980,204402.0,191662,268872.0,20338.46,,,13.9085751821918,17651.0,12378.2935374453,0.105,1854315.0,35368,237159000.0,32080,41301.0,0.08624999999999998
Wisconsin,2010,864898.0,11289720,1115342,4951919,5222459,11116821,5994721,3455651,485711.0,617744,817284.0,57625.42,,,15.137173837518198,64687.0,12194.3465625168,0.18100000000000002,5690403.0,44126,851537000.0,38596,142781.0,0.08641666666666668
Wyoming,2010,87379.0,1718605,123942,880916,713747,1696177,787627,504838,49289.0,340678,80717.0,7127.45,,,12.488197041017498,5695.0,16534.987648203,0.11699999999999999,564376.0,64603,,45461,13869.0,0.06449999999999999
Alabama,2011,746933.0,7376725,1077070,3965614,2334041,7411768,3844055,2295909,559140.0,564183,709225.0,47722.67,0.818309,0.224775,15.603087589189801,46035.0,9295.95664281434,0.249,4798649.0,36201,301178000.0,34717,173192.0,0.09616666666666668
Alaska,2011,131704.0,2357828,420152,1416163,521513,2443898,1215062,908567,81031.0,180137,119949.0,8087.87,0.7985559999999999,0.25762599999999997,16.2177433613547,8064.0,18351.717521613402,0.11,722258.9999999999,70573,720733000.0,51438,19094.0,0.07566666666666667
Arizona,2011,946571.0,8429186,1245814,3054501,4128871,8610417,3977772,2935127,350633.0,741124,964683.0,50800.15,0.81119,0.26371,21.266059253762,64472.0,8645.545480743409,0.2,6465488.0,38257,560236000.0,34930,229896.0,0.095
Arkansas,2011,475551.0,5176362,827026,3701224,648112,5669431,2559292,1655684,676591.0,605857,443118.0,33982.96,0.844926,0.20352,14.216360199347,28205.0,10331.6416439865,0.172,2938640.0,35146,376874000.0,33790,110430.0,0.08291666666666667
California,2011,6202604.0,70953331,9990221,37752712,23210398,69847705,34225248,20266047,3486160.0,6523770,6029786.0,268688.93,0.843738,0.303327,23.4019094124942,410467.0,9540.4438689864,0.198,37672654.0,52099,9613594000.0,45854,973822.0,0.1170833333333333
Colorado,2011,834832.0,8747471,969288,3493923,4284260,8676451,4204486,2804955,338267.0,827354,763147.0,48077.76,0.8422459999999999,0.368186,17.768402687646,50122.0,9709.088474435459,0.239,5116411.0,49285,383513000.0,42972,132781.0,0.08358333333333334
Connecticut,2011,530132.0,9783168,796156,3185501,5801511,9439182,5363942,2844490,333756.0,516116,537104.0,43804.81,0.856183,0.361869,12.6569890384184,38854.0,16931.611542643503,0.142,3591927.0,63638,681415000.0,63813,77205.0,0.08825
Delaware,2011,119878.0,1759170,192182,1010026,556962,1808905,964284,497158,89576.0,182497,121959.0,8587.21,0.841068,0.281933,15.0160529438549,8043.0,13228.250182438402,0.245,907883.9999999999,63793,341965000.0,43714,31163.0,0.075
District of Columbia,2011,44199.0,1283071,155505,0,1127566,1297175,525185,389526,56132.0,326332,69575.0,6278.06,0.897656,0.5252519999999999,11.772904368547001,3477.0,21303.6561408552,,620336.0,166870,,65790,29654.0,0.10158333333333333
Florida,2011,2636404.0,26453693,4710376,9069119,12674198,26991946,14284224,8077593,1637138.0,2217069,2541022.0,175006.3,0.8241280000000001,0.258618,15.2460568562389,155493.0,9393.893586124008,0.218,19097369.0,37876,1869870000.0,40493,671200.0,0.09991666666666667
Georgia,2011,1666039.0,18030043,2267161,7492489,8270393,17187481,9671343,5005101,874605.0,1368395,1621397.0,111133.3,0.7951210000000001,0.276346,15.162116125409801,92338.0,9576.86906414654,0.252,9810595.0,42140,670410000.0,36672,357235.0,0.10233333333333333
Hawaii,2011,179601.0,2499513,347363,2088870,63280,2259104,1253534,786284,133810.0,85476,169926.0,11458.37,0.895981,0.297056,15.9451998844513,10716.0,12602.901009851299,0.153,1378322.9999999998,49331,67859000.0,42858,43874.0,0.068
Idaho,2011,265713.0,2089982,292602,1320153,477227,1960818,1104553,613667,98963.0,83524,263001.0,15990.44,0.850468,0.255615,17.5025202558529,17525.0,7154.90238820385,0.255,1583180.0,34270,170214000.0,33316,32875.0,0.08316666666666667
Illinois,2011,2072114.0,29507584,2894897,10030682,16582005,28525858,14636402,9271610,922651.0,1884866,1863017.0,131777.31,0.84875,0.309595,15.8077061976755,134956.0,13179.9479564599,0.18899999999999997,12862298.0,51198,2805458000.0,43716,344468.0,0.09691666666666668
Indiana,2011,1023220.0,12125155,1024389,7340384,3760382,11113533,5609296,3548729,500684.0,843671,976225.0,62338.58,0.805253,0.22766999999999998,16.6953594387296,66133.0,9923.889457860641,0.322,6515358.0,43058,681537000.0,37265,206016.0,0.09108333333333335
Iowa,2011,493493.0,6098470,596688,2537754,2964028,6057294,2995991,1638449,230237.0,861361,459613.0,34658.15,0.8745080000000001,0.257533,14.3074572647415,33853.0,10565.1294415084,0.177,3063690.0,46523,250272000.0,40878,72043.0,0.055249999999999994
Kansas,2011,482692.0,5538869,612100,2945175,1981594,5662146,2839803,1530694,220493.0,851777,443131.0,37407.3,0.8532559999999999,0.30487400000000003,12.9950036490204,31370.0,10699.7079418953,0.26,2868756.0,45476,246518000.0,42532,88655.0,0.06491666666666666
Kentucky,2011,672958.0,7104589,1164688,3704150,2235751,7253850,3663998,2238626,426989.0,733357,593323.0,41859.68,0.834153,0.20743000000000003,16.2922172362522,43031.0,10468.9240498009,0.19699999999999998,4368505.0,37926,516523000.0,34490,119037.0,0.09375
Louisiana,2011,665109.0,8022917,1497262,3269321,3256334,8218870,4162557,2582814,406798.0,809639,654093.0,48657.02,0.800873,0.210717,14.456084651300099,35844.0,11500.044145098602,0.166,4574388.0,45712,196732000.0,38156,168529.0,0.07833333333333332
Maine,2011,186835.0,2654366,289290,1043281,1321795,2728535,1431522,874220,145034.0,164850,165067.0,14888.04,0.882719,0.285586,12.692671432908599,13653.0,14405.532535273602,0.13699999999999998,1327967.9999999998,37780,208997000.0,38942,33829.0,0.07891666666666666
Maryland,2011,851971.0,13443940,1255964,5508339,6679637,13247697,7205515,4150447,482356.0,989839,798953.0,57589.05,0.862513,0.37016999999999994,14.8307013225605,58745.0,14876.1352044488,0.21,5843115.0,54209,775845000.0,52093,166846.0,0.0725
Massachusetts,2011,924903.0,15396681,1197383,5783240,8416058,15150898,8685894,4583586,445972.0,817228,910568.0,69342.38,0.885303,0.391865,13.748720479452802,64724.0,15333.6881770499,0.11599999999999999,6612178.000000001,61769,1931571000.0,55230,148829.0,0.07241666666666667
Michigan,2011,1455966.0,19374026,2525528,9845508,7002990,18469948,9198775,6024406,862583.0,1273466,1452125.0,86997.36,0.8591030000000001,0.257527,18.0871810362981,106017.0,11559.916991305801,0.276,9876199.0,39757,728842000.0,37400,251329.0,0.10391666666666667
Minnesota,2011,798891.0,10912368,842906,6289912,3779550,10612480,5644771,2520057,805204.0,1016875,786838.0,52832.26,0.8752119999999999,0.326484,15.894417539586598,59357.0,11368.1170723834,0.22899999999999998,5345967.0,50875,1003657000.0,44639,136183.0,0.06491666666666668
Mississippi,2011,490526.0,4516742,1006465,2071467,1438810,4345783,2238165,1393211,274243.0,368906,460894.0,32006.66,0.8157519999999999,0.20069700000000001,15.3286534739957,27321.0,8435.73839971881,0.14800000000000002,2977452.0,31167,347963000.0,31764,89809.0,0.09983333333333333
Missouri,2011,896702.0,9915356,1344755,3828396,4742205,9842505,5100879,2975252,531640.0,849819,839997.0,66251.53,0.846108,0.263503,13.8349106805533,62994.0,10347.521287575999,0.231,6010280.0,41598,323593000.0,38119,199085.0,0.08491666666666665
Montana,2011,141529.0,1631810,264517,713642,653651,1655584,902615,540180,72488.0,103728,130949.0,10152.67,0.875195,0.29368700000000003,14.0208437780407,9732.0,11598.546380652,0.151,996866.0000000001,38542,123985000.0,37817,23885.0,0.06941666666666667
Nebraska,2011,297659.0,3879388,571969,1153077,2154342,3676326,2101943,951912,171112.0,349683,271468.0,22181.96,0.8535550000000001,0.281424,13.582929551761902,20331.0,12323.8452598465,0.163,1841641.0,51360,154945000.0,44882,50894.0,0.043916666666666666
Nevada,2011,429610.0,4146577,447002,2359671,1339904,4258855,2161550,1377125,149940.0,323746,406965.0,21131.5,0.789482,0.223633,20.8046754844663,21182.0,9035.167262541,0.215,2718170.0,44555,,37989,70075.0,0.13016666666666668
New Hampshire,2011,189275.0,2947007,184768,1061011,1701228,3001244,1654129,855476,77384.0,206241,188913.0,15049.2,0.8917449999999999,0.334519,12.751508385827801,14495.0,13963.626833516,0.223,1318345.0,48504,518405000.0,49562,32756.0,0.054083333333333344
New Jersey,2011,1399409.0,26242376,1283994,9331426,15626956,25716298,14113108,8634990,909456.0,917304,1339012.0,109719.1,0.8654700000000001,0.352352,12.3627609048926,95186.0,17654.2708362584,0.244,8844694.0,54302,2216438000.0,53562,189719.0,0.09341666666666668
New Mexico,2011,331373.0,3591330,636436,2355210,599684,3694437,1744548,1124390,140296.0,616478,334272.0,21956.68,0.794479,0.255536,15.3586516722929,19352.0,9356.042920136899,0.18899999999999997,2077744.0000000002,40167,229800000.0,34737,73549.0,0.07516666666666665
New York,2011,2677412.0,57753776,5118477,23188002,29447297,59446908,37834196,14460678,1416793.0,4653802,2513770.0,209526.78,0.854423,0.331278,12.9086983534993,182759.0,20516.647704443898,0.207,19526372.0,61185,4015628000.0,50770,371837.0,0.08299999999999999
North Carolina,2011,1448117.0,14409515,2046954,7488570,4873991,13767024,7566249,3843709,696313.0,980517,1377899.0,97308.09,0.8308530000000001,0.26715900000000004,15.4957722425751,89892.0,8943.00285579712,0.183,9662940.0,43223,1092078000.0,36429,337806.0,0.10266666666666668
North Dakota,2011,96255.0,1309044,186844,630430,491770,1312226,660944,360118,86352.0,124967,92440.0,8525.02,0.922718,0.261757,11.4540493746642,7156.0,11356.2550843791,0.158,684830.0,57066,160640000.0,48635,13334.0,0.034666666666666665
Ohio,2011,1655534.0,23488657,2533882,9834235,11120540,23010396,11074360,7570565,935953.0,2494681,1601188.0,107971.68,0.843883,0.247892,16.1156147612041,124229.0,12483.806580489,0.177,11543332.0,44192,237205000.0,38821,380572.0,0.0885
Oklahoma,2011,658163.0,5835133,968529,2741058,2125546,5644988,2866601,1814927,367172.0,510428,616775.0,41349.4,0.814558,0.237513,16.109544515760803,37744.0,8165.10252361072,0.146,3785232.0,39961,353972000.0,38470,127618.0,0.05874999999999999
Oregon,2011,559631.0,6112484,848637,2792762,2471085,6317635,3261190,2071303,224903.0,461979,517373.0,26790.98,0.8428329999999999,0.291945,21.208929273957104,34723.0,10497.0461330607,0.11,3865845.0,51266,468606000.0,37413,121869.0,0.095
Pennsylvania,2011,1670854.0,28492510,3371827,9261234,15859449,28810721,13761915,7947108,1207139.0,2189151,1668916.0,124645.61,0.869335,0.270563,14.2114511694395,130284.0,14072.1301371669,0.195,12742811.000000002,46872,1978061000.0,44026,283442.0,0.07925000000000001
Rhode Island,2011,139157.0,2212352,234111,768713,1209528,2198940,1260021,736651,93820.0,43726,131494.0,11414.0,0.8824219999999999,0.309905,12.515682495181402,9724.0,16345.732474485501,0.14400000000000002,1052154.0,46010,130644000.0,44329,27976.0,0.11024999999999999
South Carolina,2011,713511.0,7772777,1041572,3338715,3392490,7961448,3689782,2428477,388361.0,1016126,664133.0,46782.2,0.818845,0.23773599999999998,15.544074455669,40708.0,9735.22798144348,0.17300000000000001,4672744.000000001,35609,216082000.0,33803,183243.0,0.10541666666666669
South Dakota,2011,125613.0,1297661,262395,374648,660618,1350617,661519,390655,59757.0,199636,119449.0,9246.78,0.828252,0.25708200000000003,13.844386910903001,8248.0,9430.829860442529,0.163,823338.0000000001,47972,15208000.0,44686,15299.0,0.04725000000000001
Tennessee,2011,986382.0,8679893,1272825,3955476,3451592,8961443,4947165,2635217,479721.0,661195,899382.0,66381.7,0.860595,0.23654599999999998,15.059767978222899,61862.0,9145.58388315532,0.17300000000000001,6396281.0,40193,1068573000.0,37465,230900.0,0.08966666666666666
Texas,2011,4800196.0,51023159,7818075,19623258,23581826,52691826,25155007,14325757,2474232.0,6556210,4551084.0,324281.97,0.8079959999999999,0.265041,15.4201295866064,290470.0,9418.47951015626,0.3,25644424.0,48354,,40828,892810.0,0.07758333333333332
Utah,2011,545395.0,4141253,500782,2058112,1582359,4195916,2157337,1018548,315664.0,592949,540683.0,25969.65,0.87969,0.29709800000000003,23.0589168510165,30888.0,6850.84049618723,0.23199999999999998,2815430.0,41992,247661000.0,33714,84084.0,0.0675
Vermont,2011,86982.0,1686499,106823,1329172,250504,1722515,888388,511825,53418.0,63655,85501.0,8363.69,0.917084,0.37039099999999997,10.749800626278601,6932.0,16660.7108103999,0.319,626210.0,43124,105077000.0,43468,15086.0,0.05466666666666666
Virginia,2011,1250852.0,14655345,1427301,5351177,7876867,14675815,7861076,4602566,579290.0,1075067,1165907.0,90831.79,0.8748739999999999,0.353509,13.8484885082635,82895.0,11123.063116526399,0.158,8107548.000000001,51754,798404000.0,47563,182902.0,0.06591666666666668
Washington,2011,1042979.0,11905941,1367629,6758505,3779807,11928408,6007184,3427282,514227.0,1467334,965191.0,53118.65,0.83365,0.317558,19.6814678083874,66453.0,10402.4094163746,0.233,6819155.0,52500,,44224,244209.0,0.09275
West Virginia,2011,282130.0,3475642,510256,1927726,1037660,3670119,2010407,1160212,211866.0,269242,270961.0,20247.47,0.840233,0.18642499999999998,13.9706343557985,17311.0,12504.7303006706,0.10400000000000001,1854891.0,36084,307278000.0,34001,39009.0,0.08058333333333335
Wisconsin,2011,864251.0,11664303,1002909,5226954,5434440,11440718,6138402,3668777,479352.0,541918,825622.0,56244.93,0.8680540000000001,0.263956,15.487707069775,64135.0,12515.431641840902,0.17300000000000001,5705812.0,44906,850647000.0,40777,139912.0,0.07758333333333332
Wyoming,2011,88165.0,1650621,154955,878979,616687,1656850,825783,528352,52046.0,234408,81654.0,7846.91,0.864138,0.248355,11.482099323173099,5600.0,17126.4635535308,0.038,567602.0,63985,,49493,12878.0,0.05791666666666668
Alabama,2012,744621.0,7136949,789954,3948651,2398344,7222161,3695221,2239569,558658.0,580949,715402.0,51877.22,0.844774,0.233559,14.3538339178545,45394.0,8927.172898594079,0.20600000000000002,4813946.0,36425,413253000.0,35497,168878.0,0.07983333333333331
Alaska,2012,130771.0,2383402,352005,1507913,523484,2483320,1255757,947153,82607.0,145219,119799.0,7682.18,0.862533,0.28860399999999997,17.1161050639272,7989.0,19133.7584537434,0.134,730825.0,73478,663144000.0,52667,20037.0,0.07133333333333333
Arizona,2012,942738.0,7934798,1050228,2845535,4039035,8054662,3917564,2856528,360929.0,699033,969825.0,48866.42,0.8190899999999999,0.27467400000000003,22.2931002516657,63208.0,8224.25543680561,0.184,6544210.999999999,38559,647809000.0,36096,231701.0,0.08333333333333334
Arkansas,2012,475671.0,5169926,666267,3823172,680487,5299969,2548056,1683928,277927.0,612420,443125.0,34131.42,0.845002,0.21232299999999998,14.2436792843661,28419.0,10396.6028028209,0.163,2949208.0,34965,404083000.0,36167,109389.0,0.07575
California,2012,6203034.0,69016392,8793325,36413273,23809794,70191877,34213049,20393761,3488344.0,6736656,6034192.0,266254.85,0.851417,0.30978,23.6594788789763,418664.0,9607.77991518997,0.19899999999999998,38019006.0,52974,7949000000.0,48359,1049465.0,0.10375000000000002
