state,year,enroll,total_revenue,federal_revenue,state_revenue,local_revenue,total_expenditure,instruction_expenditure,support_services_expenditure,other_expenditure,capital_outlay_expenditure,avg_attendence_elem_secd_schools,teachers_elem_secd_schools,high_school_completers_18_to_24,bachelor_completers_over_25,pupil_teacher_ratio,pub_high_school_graduates,expenditure_per_pupil,edu_expenditure_percent_gov_income,population,gdp_per_capita,state_tax_collection,income_per_capita,known_property_crimes,unemployment_rate
Georgia,2012,1669156.0,17559894,1862297,7455147,8242450,17400209,9611118,5043644,917885.0,1566020,1646051.0,109364.9,0.814831,0.283183,15.5747593606358,90582.0,9491.5847279337,0.24,9911171.0,42191,590676000.0,36876,339473.0,0.09191666666666666
Hawaii,2012,182706.0,2535038,318728,2161254,55056,2344733,1262938,814511,143188.0,124096,171763.0,11608.2,0.921258,0.301097,15.916335004565699,11360.0,12735.4533514203,0.156,1392772.0000000002,49513,80256000.0,44398,43419.0,0.06008333333333333
Idaho,2012,267556.0,1981482,266087,1238989,476406,1911706,1073312,609786,102831.0,69239,263377.0,14563.19,0.860679,0.257848,19.5584895891628,17568.0,7041.4500241099295,0.257,1594672.9999999998,34094,188589000.0,34722,31825.0,0.07200000000000001
Illinois,2012,2071481.0,29900021,2430413,10142137,17327471,29067543,14896596,9358604,956171.0,2032447,1858409.0,135700.7,0.856619,0.31477,15.2753817776916,139575.0,13459.316438954,0.147,12878493.999999998,52172,3494539000.0,45627,332706.0,0.08991666666666667
Indiana,2012,1006627.0,12395432,1096902,7462594,3835936,11351906,5659432,3670372,521782.0,894450,976337.0,59863.28,0.8256619999999999,0.23346,17.3957892050018,65667.0,10220.3348628599,0.33,6535665.0,43064,794508000.0,38829,197994.0,0.0835
Iowa,2012,495870.0,6262807,512246,2681035,3069526,6256926,3072424,1688512,242935.0,900591,462585.0,35080.24,0.891294,0.268221,14.2480496142558,33230.0,10748.1736178216,0.168,3074386.0,48001,425776000.0,42607,70357.0,0.050333333333333334
Kansas,2012,485591.0,5613619,410051,3173205,2030363,5615714,2935226,1569972,235158.0,662722,454740.0,41243.2,0.8602500000000001,0.30170600000000003,11.857542576715698,31898.0,10712.4525311167,0.258,2885316.0,45514,317578000.0,44810,91066.0,0.05733333333333335
Kentucky,2012,681827.0,7192430,983232,3920971,2288227,7444529,3697663,2320305,448906.0,764062,594440.0,42769.46,0.8666429999999999,0.215483,16.020005863997298,42642.0,10700.4887793554,0.198,4383673.0,38052,575164000.0,35586,112800.0,0.08166666666666667
Louisiana,2012,665478.0,8477993,1527734,3588546,3361713,8504567,4365583,2793437,433580.0,777379,664640.0,46493.41,0.802458,0.221952,15.2904035217034,36675.0,11351.681695353898,0.196,4602681.0,45482,290389000.0,40026,162673.0,0.07091666666666668
Maine,2012,187247.0,2611056,239982,1012326,1358748,2625759,1376755,887596,108121.0,131394,166483.0,15222.08,0.898614,0.28029699999999996,12.2019461203725,13473.0,14000.4817488873,0.131,1328101.0,37705,232118000.0,39814,33398.0,0.07466666666666667
Maryland,2012,853778.0,13752912,859635,5980541,6912736,13212140,7140620,4161605,336683.0,1139120,803656.0,57718.49,0.8795090000000001,0.36951500000000004,14.893632872239001,58811.0,14745.903639119198,0.195,5891680.0,54018,880356000.0,53323,162309.0,0.06966666666666668
Massachusetts,2012,922683.0,15763456,979175,6200945,8583336,15696061,8801567,4642633,467588.0,1159931,906736.0,70636.26,0.8941849999999999,0.39474200000000004,13.516754709266902,65157.0,15607.2541577703,0.111,6659626.999999999,62456,2001780000.0,57178,143325.0,0.06658333333333334
Michigan,2012,1421312.0,18622316,1866406,9796808,6959102,18063824,9070480,5802009,862829.0,1200582,1438279.0,86153.59,0.868402,0.26295,18.053455462506,105446.0,11461.7383018177,0.262,9886610.0,40463,804037000.0,38702,249249.0,0.09124999999999998
Minnesota,2012,799736.0,10681609,740098,6642440,3299071,10696348,5672620,2555775,826218.0,1034162,792437.0,53584.59,0.869349,0.327355,15.7769985736571,57501.0,11424.279133861699,0.24600000000000002,5377695.0,51272,1066022000.0,47236,138152.0,0.056083333333333346
Mississippi,2012,490619.0,4477828,795110,2195720,1486998,4423270,2291333,1449935,281636.0,329375,460703.0,32613.46,0.822094,0.20597200000000002,15.1363884727349,26158.0,8623.314868798341,0.17300000000000001,2982962.9999999995,31786,395679000.0,32942,83933.0,0.09000000000000002
Missouri,2012,893221.0,10022622,994192,4115324,4913106,9910617,5056789,2994397,553027.0,891474,840917.0,66248.19,0.873008,0.260409,13.855472881598699,61313.0,10369.543586346801,0.226,6023267.0,41926,301681000.0,39865,199813.0,0.06975
Montana,2012,142237.0,1628318,214164,761029,653125,1652537,888206,536815,73808.0,117001,133266.0,10199.89,0.8422499999999999,0.285254,14.0107393315026,9750.0,11289.6801884952,0.155,1003521.9999999999,38537,132361000.0,39887,26102.0,0.059833333333333336
Nebraska,2012,300941.0,3764056,366016,1166374,2231666,3880517,2247992,984922,165408.0,374671,285837.0,22102.87,0.892294,0.297222,13.731474690843301,20464.0,12113.8091674626,0.153,1854862.0,50631,234296000.0,46087,51203.0,0.04016666666666667
Nevada,2012,428526.0,4053945,403548,2401035,1249362,4109706,2049362,1336995,159943.0,321145,411919.0,20694.95,0.782626,0.22643000000000002,21.5369933244584,21891.0,8677.0291440793,0.23600000000000002,2752410.0,43382,,39213,77510.0,0.11191666666666665
New Hampshire,2012,190778.0,2963221,187243,1029325,1746653,2961684,1654634,868513,78190.0,160056,185947.0,14924.7,0.884285,0.353101,12.6618290484901,14426.0,14215.1051912642,0.235,1320922.9999999998,48652,521309000.0,51844,32074.0,0.054833333333333345
New Jersey,2012,1330300.0,27574528,1371038,10401941,15801549,26432652,14491817,8921990,943029.0,940577,1340367.0,110928.64,0.876213,0.363082,12.370141741573699,93819.0,18197.4627038714,0.247,8882095.0,55161,1929133000.0,55236,181481.0,0.09333333333333334
New Mexico,2012,328690.0,3478709,491732,2380982,605995,3616691,1688871,1097238,142740.0,615427,335165.0,22200.73,0.7856449999999999,0.261997,15.234634176443802,20315.0,9068.55047812272,0.19399999999999998,2083590.0000000002,40094,276707000.0,35431,75094.0,0.07116666666666667
New York,2012,2644029.0,58981073,3769627,23314292,31897154,60216421,38431932,14662331,1490478.0,4094920,2512327.0,207060.33,0.866096,0.33475099999999997,13.0913681051315,180806.0,20881.2362980615,0.198,19625409.0,62841,4567889000.0,53689,375268.0,0.08516666666666668
North Carolina,2012,1462172.0,12788659,1831015,7648102,3309542,13418244,7521325,3817233,716796.0,728580,1393621.0,98590.41,0.832491,0.273049,15.401751549669001,93977.0,8828.38750707689,0.192,9755299.0,42659,1220072000.0,38564,328594.0,0.09291666666666666
North Dakota,2012,97555.0,1345371,160050,658255,527066,1380563,685786,368323,93834.0,160904,94310.0,8677.44,0.908932,0.288214,11.652169303389002,6942.0,11643.405025978202,0.138,701380.0,68105,215622000.0,56245,14297.0,0.03066666666666667
Ohio,2012,1630865.0,22799205,2007733,9336277,11455195,22662376,10861218,7524489,924456.0,2416140,1605571.0,105999.8,0.853976,0.25156999999999996,16.3199930565907,123135.0,12270.9055164798,0.174,11546969.0,44896,117446000.0,40282,370435.0,0.07408333333333332
Oklahoma,2012,664200.0,5824963,773014,2869071,2182878,5594867,2736786,1898922,385999.0,496119,624410.0,41774.7,0.8373550000000001,0.23691500000000001,16.1217914192083,37305.0,8281.3816658926,0.165,3815298.0,41861,446009000.0,41117,130969.0,0.05266666666666667
Oregon,2012,566525.0,6124872,550894,3038052,2535926,6314092,3250376,2057965,228474.0,448562,518896.0,26410.15,0.87054,0.301635,22.247658570663198,34261.0,10386.0367896457,0.14,3893920.0,49395,433126000.0,39161,126417.0,0.08825
Pennsylvania,2012,1644759.0,27881568,2145208,9561500,16174860,27851918,13450420,7682906,1170594.0,1735626,1659616.0,123146.79,0.875758,0.280848,14.321745617567501,131733.0,13973.231235418301,0.145,12768034.0,47540,1837374000.0,45884,276562.0,0.07825000000000003
Rhode Island,2012,137400.0,2208278,204682,779000,1224596,2190431,1272285,727287,95213.0,33633,131379.0,9871.31,0.8830979999999999,0.312486,14.4338492054246,9751.0,16497.6912900844,0.142,1052761.0,46188,136362000.0,46166,27039.0,0.10391666666666667
South Carolina,2012,715744.0,7889771,848254,3586738,3454779,7948441,3749691,2489094,408649.0,869025,673850.0,48072.1,0.836994,0.253135,15.3102943287271,41442.0,9822.768387623359,0.159,4719009.0,35346,252904000.0,35261,181049.0,0.09200000000000001
South Dakota,2012,127726.0,1298723,212615,395054,691054,1296971,649023,379791,63166.0,172398,120950.0,9333.89,0.849915,0.266507,13.9782020143799,8196.0,9095.49666804465,0.14400000000000002,832576.0,46965,59837000.0,45142,17326.0,0.042666666666666665
Tennessee,2012,998638.0,8983224,1257953,4017946,3707325,9256522,5151260,2693334,514174.0,671532,903695.0,66406.23,0.878579,0.245578,14.960885447043099,62454.0,9234.95651298281,0.177,6450632.0,41091,1115383000.0,38800,217925.0,0.07825
Texas,2012,4844744.0,49979753,6140296,19801928,24037529,50215314,23902458,13954303,2497013.0,5538370,4634133.0,327356.92,0.821939,0.269498,15.5110788554584,292531.0,8861.985405684301,0.28300000000000003,26078327.0,50266,,43166,876459.0,0.06741666666666667
Utah,2012,553873.0,4217360,426702,2158049,1632609,4330417,2161779,1052249,334499.0,666528,556885.0,26609.86,0.8647459999999999,0.30700099999999997,23.0470584963619,31157.0,6787.325745890091,0.247,2854222.0,41929,258578000.0,35564,86284.0,0.05400000000000001
Vermont,2012,87968.0,1754161,124451,1372320,257390,1726321,904254,518561,54031.0,45788,85184.0,8402.74,0.912991,0.351351,10.666044647341199,6859.0,17574.814930033797,0.311,625606.0,43042,96579000.0,44949,15653.0,0.04925
Virginia,2012,1257332.0,14940479,1365551,5564504,8010424,15129464,8123166,4744530,611769.0,1078796,1177274.0,89388.63,0.888671,0.357406,14.156375368992698,83336.0,11385.264336934299,0.16,8188656.0,51546,838790000.0,49322,178434.0,0.06058333333333333
Washington,2012,1044856.0,11955582,1057045,7001110,3897427,12187889,5866729,3735795,524816.0,1552074,964255.0,53698.77,0.844919,0.31826699999999997,19.585066846037602,65205.0,10412.8132454589,0.24100000000000002,6890899.0,53439,,47368,254377.0,0.08108333333333334
West Virginia,2012,282088.0,3970941,432223,2014017,1524701,3536971,1893954,1155259,220973.0,245082,273355.0,20101.15,0.8769929999999999,0.182217,14.0809854162573,17603.0,11981.6586343765,0.10800000000000001,1855360.0,35509,192385000.0,34831,44500.0,0.07491666666666667
Wisconsin,2012,863314.0,11139967,907311,4786356,5446300,10724377,5631108,3525882,491104.0,449246,825949.0,57550.78,0.883294,0.27480499999999997,15.159412261658302,62705.0,11750.0383268216,0.16699999999999998,5721075.0,45382,934103000.0,42575,140780.0,0.07033333333333334
Wyoming,2012,89994.0,1664983,144728,851896,668359,1670728,845801,540510,53299.0,213245,83131.0,7349.54,0.866803,0.253836,12.4542488373422,5553.0,17228.4237167844,0.040999999999999995,576608.0000000001,60777,,52783,13222.0,0.05308333333333333
Alabama,2013,744548.0,7197439,811739,3898347,2487353,7487741,3747993,2317243,576737.0,643522,688614.0,47161.77,0.8190510000000001,0.234545,15.8222221091363,44233.0,9486.24113218727,0.204,4827660.0,36660,382202000.0,35792,161835.0,0.07216666666666668
Alaska,2013,131091.0,2545117,320938,1707449,516730,2665933,1324649,982442,87165.0,248505,119873.0,7898.26,0.831427,0.292121,16.5788414157042,7860.0,19982.4351605449,0.134,736760.0,69700,630941000.0,51463,21211.0,0.07
Arizona,2013,941726.0,8164324,1178356,2934165,4051803,7600581,3824071,2643742,368750.0,558466,973369.0,48358.73,0.817962,0.274726,22.7972281323352,62208.0,8387.90739688649,0.18600000000000003,6616124.0,38303,662026000.0,36605,223294.0,0.07741666666666666
Arkansas,2013,477716.0,5067546,572096,3847045,648405,5226339,2545564,1694335,281692.0,533975,470644.0,34933.04,0.856576,0.205977,14.026234189752701,28928.0,9852.81615828524,0.156,2956780.0,35865,402874000.0,36007,106477.0,0.07216666666666666
California,2013,6208733.0,68868516,7836263,35141208,25891045,69727119,34194878,20595508,3461759.0,6160059,6021550.0,259505.79,0.856913,0.310667,24.325557437466003,422125.0,9685.78828823144,0.214,38347383.0,53855,7462000000.0,48555,1018907.0,0.08941666666666667
Colorado,2013,851063.0,8826868,696266,3693829,4436773,8699125,4292898,2773716,365228.0,758041,784242.0,50157.36,0.8442189999999999,0.376983,17.4849513610764,50968.0,9572.2721672647,0.251,5262556.0,50475,652180000.0,46869,139974.0,0.06849999999999999
Connecticut,2013,517812.0,10319361,434543,3870444,6014374,9758850,5562212,2966636,359881.0,487318,534350.0,43443.09,0.867165,0.375413,12.572770491233499,38722.0,17859.1003144007,0.142,3602470.0,62550,568632000.0,64016,71274.0,0.07808333333333332
Delaware,2013,118685.0,1930466,151096,1124112,655258,1924626,1030897,560882,97722.0,157935,124676.0,9388.06,0.846639,0.296226,14.0270726859436,8070.0,14129.0933138696,0.243,925113.9999999999,60719,309644000.0,43850,29001.0,0.06691666666666667
District of Columbia,2013,44179.0,1300036,129874,0,1170162,1308438,559940,332997,39825.0,375676,76579.0,5991.43,0.887569,0.545048,13.0441313676368,3961.0,20333.4690972721,,650114.0,159497,,66443,31097.0,0.08491666666666667
Florida,2013,2680074.0,24681548,3027018,9455562,12198968,25245400,13833236,7622221,1689414.0,1411455,2600989.0,177853.2,0.831857,0.272479,15.297694952916201,158029.0,8925.31018662517,0.188,19584927.0,38023,2071710000.0,40791,607170.0,0.07233333333333333
Georgia,2013,1682620.0,17459504,1805878,7580785,8072841,17317504,9555687,4956142,932291.0,1632844,1646352.0,109441.0,0.819799,0.284455,15.751948538481901,92416.0,9437.06640196021,0.24100000000000002,9981773.000000002,42500,797255000.0,37183,339808.0,0.08199999999999999
Hawaii,2013,184760.0,2331770,310778,1962923,58069,2345917,1283872,770643,144746.0,146656,173092.0,11780.65,0.9192870000000001,0.31362100000000004,15.8586325881849,10790.0,12584.5454209322,0.155,1408037.9999999998,49539,123661000.0,44590,45266.0,0.04883333333333332
Idaho,2013,272070.0,2015534,237912,1278155,499467,1967676,1113400,631575,107264.0,62882,264786.0,15001.72,0.8569110000000001,0.261722,19.7628005322056,17198.0,7272.57455454593,0.242,1610187.0000000002,34748,200340000.0,35761,30230.0,0.061166666666666675
Illinois,2013,2069823.0,30057886,2311235,10382540,17364111,29517831,15285224,9509657,986182.0,1942608,1867289.0,136355.18,0.865059,0.322601,15.1588667185214,139228.0,13808.2058401244,0.15,12890403.0,51963,4462627000.0,46607,296048.0,0.09041666666666666
Indiana,2013,1002772.0,12236713,980013,7503451,3753249,11211155,5535933,3595471,527250.0,862576,977509.0,59823.14,0.828908,0.237201,17.5080244868457,66595.0,10036.905892426601,0.308,6567484.0,43866,781585000.0,39158,187472.0,0.07633333333333334
Iowa,2013,499489.0,6281345,459132,3118413,2703800,6318241,3174989,1748683,254025.0,783793,471263.0,35396.65,0.888104,0.259619,14.2093672706315,32548.0,10914.8637427509,0.16399999999999998,3089875.9999999995,48002,428554000.0,43217,67976.0,0.04733333333333334
Kansas,2013,488590.0,5667223,420820,3193838,2052565,5621023,2969201,1595974,243032.0,616590,453778.0,38152.9,0.872144,0.30855699999999997,13.0118549310799,31922.0,10789.1151355949,0.268,2892900.0,45470,384553000.0,45865,85704.0,0.05308333333333333
Kentucky,2013,685009.0,7216175,867735,3960822,2387618,7413896,3663594,2323851,457079.0,729064,618774.0,41820.21,0.847791,0.225697,16.197647022815,42888.0,10269.1873543491,0.196,4399121.0,38247,646875000.0,35596,104448.0,0.08016666666666668
Louisiana,2013,671156.0,8121179,1229248,3370399,3521532,7940880,3963343,2657751,436167.0,644212,673911.0,46436.91,0.7923300000000001,0.22714700000000002,15.3216697665715,37508.0,11117.9943301118,0.187,4626795.0,43725,252430000.0,40100,165679.0,0.06675
Maine,2013,184682.0,2650346,196466,1029166,1424714,2535405,1351259,867538,116847.0,70345,164339.0,15451.67,0.904792,0.28002099999999996,11.9077743700196,13170.0,14346.800820255701,0.16899999999999998,1327975.0,37477,171987000.0,39703,30454.0,0.06650000000000002
Maryland,2013,859252.0,13814727,828432,6093652,6892643,13284637,7303090,4243954,357919.0,955586,806686.0,58611.02,0.88432,0.37293,14.7782618354023,58896.0,15010.2340811667,0.192,5932654.0,53765,952092000.0,52653,157918.0,0.06566666666666666
Massachusetts,2013,920968.0,16114783,818054,6428534,8868195,16201905,9097982,4759997,467050.0,1283156,907954.0,70489.56,0.890181,0.401107,13.5585893854352,66360.0,16110.8363066851,0.11900000000000001,6711138.000000001,61882,1888449000.0,57145,137274.0,0.06716666666666668
Michigan,2013,1381167.0,18270327,1636324,9882361,6751642,17468264,8885537,5675448,848456.0,962506,1422806.0,85786.16,0.865146,0.269169,18.054672222186,104210.0,11494.755724954799,0.272,9899219.000000002,40993,895183000.0,39213,230135.0,0.08783333333333333
Minnesota,2013,802454.0,10848720,646542,6792440,3409738,10942019,5826404,2652321,850969.0,1016760,795827.0,54412.59,0.863671,0.336126,15.639266574151302,58255.0,11754.2832097931,0.306,5416074.000000001,51999,1223309000.0,47274,131193.0,0.04958333333333333
Mississippi,2013,492847.0,4444064,707522,2213501,1523041,4370050,2274357,1465175,284089.0,285801,461356.0,32292.27,0.806208,0.204786,15.2539911254303,26502.0,8684.82863341975,0.158,2987720.9999999995,31923,415980000.0,33358,81548.0,0.08533333333333333
Missouri,2013,897224.0,10103589,894168,4235564,4973857,10001763,5139610,3082015,566933.0,833040,843762.0,66651.04,0.8759520000000001,0.270496,13.7775494575929,61407.0,10554.8197690818,0.228,6041142.0,42487,377258000.0,39864,189655.0,0.06733333333333331
Montana,2013,142797.0,1671053,210593,788329,672131,1679521,907018,545326,74629.0,111496,132579.0,10310.32,0.820922,0.293378,13.9791005516803,9369.0,11492.7428325753,0.155,1011921.0,38476,170999000.0,39602,26195.0,0.054083333333333324
Nebraska,2013,303242.0,3870164,366241,1217306,2286617,3913038,2318463,1026626,168033.0,298231,288023.0,22401.06,0.89898,0.303034,13.734930400615001,20442.0,12373.8016269534,0.146,1867414.0,51565,275563000.0,45905,49197.0,0.037666666666666675
Nevada,2013,431776.0,4131800,392009,2556472,1183319,4057443,2058538,1396907,166814.0,222161,419638.0,21920.59,0.797141,0.22398000000000004,20.612173303729502,23038.0,8524.83866809011,0.22899999999999998,2786547.0,43075,,38938,79177.0,0.09625
New Hampshire,2013,187703.0,2976317,163890,1020089,1792338,2878534,1642945,879507,76488.0,72588,183571.0,14826.1,0.90825,0.35090000000000005,12.5663525809215,14262.0,14463.486171563101,0.23399999999999999,1322622.0,48871,553197000.0,51611,29278.0,0.050833333333333335
New Jersey,2013,1338657.0,28070096,1145079,10986132,15938885,28179900,15489942,9131634,1218744.0,933676,1336336.0,114581.2,0.877386,0.364263,11.959160839649101,96490.0,19020.156370104498,0.249,8913735.0,55750,2282055000.0,55425,167634.0,0.08241666666666665
New Mexico,2013,327209.0,3518621,519318,2401884,597419,3536546,1709797,1096508,145330.0,514077,335773.0,22238.71,0.8241689999999999,0.263162,15.2546618036748,19232.0,9230.367394043,0.195,2085161.0,39659,266466000.0,34753,78958.0,0.06941666666666667
New York,2013,2629805.0,59623918,3335657,23632698,32655563,60505950,38756656,14846782,1462376.0,3982327,2500382.0,206692.51,0.866227,0.33883899999999995,13.221427326998901,180351.0,21172.199193163302,0.193,19712514.0,62444,4920605000.0,54388,358603.0,0.07708333333333334
North Carolina,2013,1468228.0,12729402,1579889,7891977,3257536,13650536,7681386,3957680,744037.0,653058,1400981.0,99326.62,0.839608,0.28259,15.4123537073949,94339.0,9041.241222400591,0.22899999999999998,9849812.0,42945,1285907000.0,37782,305631.0,0.07958333333333333
North Dakota,2013,101025.0,1405349,145905,685348,574096,1516575,718970,400607,94995.0,224615,97135.0,8805.41,0.878917,0.27767600000000003,11.804901759259401,6900.0,12090.0232357029,0.15,722908.0,67651,225719000.0,55742,15356.0,0.02916666666666666
Ohio,2013,1613718.0,22536516,1721213,8990516,11824787,22015797,10800145,7376469,916885.0,1998557,1587878.0,106010.29,0.8599979999999999,0.260494,16.263619314691102,122491.0,12284.3965033838,0.17,11567845.0,45254,262226000.0,40694,338414.0,0.07425
Oklahoma,2013,671445.0,5878111,715944,2890048,2272119,5796945,2800189,1972011,404107.0,557341,630766.0,41982.6,0.828278,0.239647,16.2412046895619,37033.0,8449.88005694663,0.162,3849840.0,43288,585146000.0,42713,126418.0,0.052833333333333336
Oregon,2013,564006.0,6077498,471682,3041825,2563991,6228197,3261733,2067538,228499.0,343353,520326.0,26733.39,0.856309,0.304203,22.181997868583103,33899.0,10369.925173833299,0.14300000000000002,3919664.0,48094,459744000.0,39582,125083.0,0.07874999999999999
Pennsylvania,2013,1623694.0,28484645,2049113,9764558,16670974,28495118,15456205,7737010,1178563.0,1501024,1649205.0,121329.77,0.879054,0.2862,14.4666556278809,129777.0,14378.400823426999,0.184,12778450.0,48278,2208163000.0,46132,263176.0,0.07341666666666666
Rhode Island,2013,136401.0,2282659,193393,841875,1247391,2231413,1265936,765178,96721.0,35089,131056.0,9824.05,0.8951,0.327264,14.455138155852199,9579.0,16186.997977963601,0.14,1052783.9999999998,46356,144310000.0,46326,25741.0,0.09266666666666666
South Carolina,2013,722249.0,8254462,814137,3819285,3621040,8224795,3933177,2621911,426662.0,853410,681402.0,48151.2,0.833712,0.25850100000000004,15.485740749970901,42246.0,10200.1604867611,0.17600000000000002,4765862.0,35701,386669000.0,35307,173261.0,0.07616666666666666
South Dakota,2013,130296.0,1316613,194731,408009,713873,1332496,663258,390637,64999.0,179586,123220.0,9509.63,0.864963,0.259012,13.7639424457103,8239.0,9137.55073040091,0.14,842513.0,46869,37172000.0,44758,16274.0,0.03783333333333334
Tennessee,2013,992461.0,9008032,1165801,4097627,3744604,9248235,5191269,2780452,534815.0,564756,910540.0,65847.2,0.8686849999999999,0.24651999999999996,15.0888116730856,61323.0,9369.90672677752,0.17800000000000002,6490795.0,41487,1256173000.0,38838,207683.0,0.07733333333333334
Texas,2013,4897523.0,49734537,5695947,18873046,25165544,50674724,24226519,14150552,2585417.0,5472152,4699372.0,334580.15,0.8294849999999999,0.275135,15.4034900157705,301390.0,8951.4163784012,0.255,26479279.0,52018,,43390,862289.0,0.0625
Utah,2013,562315.0,4300793,409774,2235917,1655102,4584624,2361179,1097484,309365.0,698249,561680.0,27246.92,0.873382,0.312992,22.955291827479996,33186.0,7023.101386910699,0.248,2899961.0,42267,330684000.0,36092,88334.0,0.04591666666666666
Vermont,2013,89200.0,1817307,114697,1431621,270989,1809138,935593,538854,57026.0,55825,84326.0,8375.35,0.911781,0.34238,10.5894082038363,6491.0,18371.8955007945,0.32,626044.0,42914,105635000.0,45672,13882.0,0.044083333333333335
Virginia,2013,1264880.0,15322318,1108879,5874323,8339116,15634918,8445746,4874065,626080.0,1089417,1180497.0,90097.56,0.8860799999999999,0.36117699999999997,14.138285209943499,83279.0,11748.091971432399,0.151,8261689.0,51106,772001000.0,48496,171558.0,0.057
Washington,2013,1050901.0,12242231,1042200,7159428,4040603,12097549,5911337,3777476,537261.0,1443002,968149.0,54866.76,0.8495550000000001,0.32805599999999996,19.300137278016802,66066.0,10552.793008101,0.23399999999999999,6963410.0,54161,,47846,259139.0,0.07033333333333333
West Virginia,2013,282310.0,3486366,383169,2027414,1075783,3488877,1828234,1130079,225073.0,284685,273305.0,19978.02,0.8573480000000001,0.188091,14.063355627835,17924.0,11665.2859845228,0.105,1852332.9999999998,35755,242429000.0,34663,39929.0,0.06791666666666667
Wisconsin,2013,863737.0,11097447,827432,5587013,4683002,10845059,5637545,3551036,496850.0,521352,829261.0,57980.2,0.8712810000000001,0.277876,15.081251875640302,61425.0,11767.8871284192,0.162,5736673.000000001,45845,955752000.0,42774,125694.0,0.067
Wyoming,2013,91533.0,1695967,113501,881114,701352,1675477,846872,546422,52001.0,213920,83983.0,7555.19,0.889201,0.27078399999999997,12.2739467836017,5489.0,17134.9076003477,0.109,582341.0,60770,,52749,12809.0,0.04716666666666667
Alabama,2014,740081.0,7357267,794090,4031547,2531630,7587737,3824295,2390530,587642.0,580934,706566.0,42736.79,0.846216,0.14542,17.4127256632985,44540.0,9543.0990636402,0.205,4840037.0,36455,406408000.0,36903,154094.0,0.06766666666666667
Alaska,2014,130539.0,2663647,309525,1824373,529749,2727056,1346457,982843,86314.0,269107,119381.0,7759.08,0.866015,0.187241,16.9061280461086,7720.0,20254.4812909927,0.141,736758.9999999999,67188,408938000.0,54621,20334.0,0.06866666666666667
Arizona,2014,943937.0,8361708,1102980,3182285,4076443,8109460,3902565,2858103,461316.0,678228,987171.0,48124.48,0.828981,0.17325600000000002,23.1004054485368,66710.0,8327.37075947328,0.14800000000000002,6706435.0,38450,575180000.0,38127,215240.0,0.06783333333333333
Arkansas,2014,479881.0,5193218,552738,4006889,633591,5242672,2609867,1753929,282078.0,424314,449815.0,35430.04,0.8602160000000001,0.14058500000000002,13.855953874170101,29610.0,10622.3101252737,0.151,2964800.0,36274,398493000.0,38007,99018.0,0.060249999999999984
California,2014,6224685.0,72389126,7415061,38410554,26563511,72506810,35539425,21594573,3581789.0,6124103,6048363.0,267685.03,0.8703489999999999,0.199216,23.580552860949997,424110.0,10093.7879725473,0.215,38701278.0,55598,8858498000.0,51317,947192.0,0.075
Colorado,2014,865231.0,9162406,681230,3961719,4519457,9286626,4470568,3002964,373620.0,932776,798520.0,51388.05,0.866846,0.241144,17.2998586247192,51310.0,9923.75724840956,0.254,5342311.0,52064,717506000.0,50021,135510.0,0.04999999999999999
Connecticut,2014,511082.0,10743919,420593,4141590,6181736,10201500,5889381,3128453,343615.0,447290,528163.0,42061.94,0.8888469999999999,0.21276,12.9018775643729,37860.0,19029.0470082153,0.147,3600188.0,62171,627358000.0,66405,69070.0,0.06616666666666668
Delaware,2014,120623.0,1954374,133055,1137764,683555,1988535,1050647,582448,103583.0,171618,127887.0,9648.75,0.8439279999999999,0.17932800000000002,13.8921621971758,8240.0,14203.032591272,0.24100000000000002,934805.0,63368,278872000.0,45116,27900.0,0.05716666666666666
District of Columbia,2014,44942.0,1342220,134959,0,1207261,1313289,503349,375966,34409.0,399565,74998.0,6565.3,0.888456,0.245385,12.3311958326352,3880.0,21442.469359182902,,660797.0,159745,,69851,34147.0,0.07766666666666666
Florida,2014,2708022.0,26077462,3112027,10460928,12504507,26523658,14542370,7948773,1788820.0,1468023,2607281.0,180442.27,0.834614,0.17460699999999998,15.278814659115099,158450.0,9344.53074256285,0.192,19897747.0,38477,2043750000.0,43045,679446.0,0.06266666666666666
Georgia,2014,1699185.0,17821620,1804212,7837335,8180073,17668352,9635641,5197804,967343.0,1642099,1670887.0,111469.8,0.83744,0.181362,15.6494135631355,94390.0,9528.87471923595,0.243,10083850.0,43465,943806000.0,39142,331316.0,0.071
Hawaii,2014,186825.0,2696766,286988,2354601,55177,2504144,1386369,798677,145898.0,173200,175246.0,11662.71,0.906824,0.208755,15.6382178756052,11050.0,13219.065245426398,0.15,1417710.0,49716,126045000.0,46640,43297.0,0.043500000000000004
Idaho,2014,281452.0,2084970,232593,1319582,532795,2012852,1108768,650395,109175.0,91323,270279.0,15609.12,0.8640389999999999,0.17069000000000004,18.6355797123733,19120.0,7214.62936817141,0.24,1630391.0,35103,190002000.0,37258,30316.0,0.048666666666666664
Illinois,2014,2060632.0,31085621,2301827,11163462,17620332,31080869,16323537,10012961,975999.0,1999969,1858766.0,132455.94,0.874517,0.201924,15.4786489756518,137650.0,14681.763359131799,0.146,12882438.0,52966,4439832000.0,48809,267385.0,0.071
Indiana,2014,1007121.0,12399402,933891,7632238,3833273,11136045,5513142,3641179,526178.0,889924,976479.0,56547.39,0.832405,0.157567,18.502516208086696,67560.0,10078.3911328354,0.32,6593182.0,44784,866747000.0,40482,174776.0,0.05958333333333333
