"location","indicator","Unit","Date","Value"
"New York","Number of Property Crimes Known to Police","numbers","1995","643614"
"New York","Number of Property Crimes Known to Police","numbers","1996","618414"
"New York","Number of Property Crimes Known to Police","numbers","1997","564147"
"New York","Number of Property Crimes Known to Police","numbers","1998","499878"
"New York","Number of Property Crimes Known to Police","numbers","1999","435297"
"New York","Number of Property Crimes Known to Police","numbers","2000","427466"
"New York","Number of Property Crimes Known to Police","numbers","2001","405630"
"New York","Number of Property Crimes Known to Police","numbers","2002","442210"
"New York","Number of Property Crimes Known to Police","numbers","2003","421205"
"New York","Number of Property Crimes Known to Police","numbers","2004","414862"
"New York","Number of Property Crimes Known to Police","numbers","2005","400551"
"New York","Number of Property Crimes Known to Police","numbers","2006","393606"
"New York","Number of Property Crimes Known to Police","numbers","2007","380437"
"New York","Number of Property Crimes Known to Police","numbers","2008","386860"
"New York","Number of Property Crimes Known to Police","numbers","2009","377537"
"New York","Number of Property Crimes Known to Police","numbers","2010","379710"
"New York","Number of Property Crimes Known to Police","numbers","2011","371837"
"New York","Number of Property Crimes Known to Police","numbers","2012","375268"
"New York","Number of Property Crimes Known to Police","numbers","2013","358603"
"New York","Number of Property Crimes Known to Police","numbers","2014","339282"
"New York","Number of Property Crimes Known to Police","numbers","2015","48464"
"New York","Number of Property Crimes Known to Police","numbers","2016","43766"
"North Carolina","Number of Property Crimes Known to Police","numbers","1990","313358"
"North Carolina","Number of Property Crimes Known to Police","numbers","1991","339159"
"North Carolina","Number of Property Crimes Known to Police","numbers","1992","343589"
"North Carolina","Number of Property Crimes Known to Police","numbers","1993","338018"
"North Carolina","Number of Property Crimes Known to Police","numbers","1994","344930"
"North Carolina","Number of Property Crimes Known to Police","numbers","1995","354818"
"North Carolina","Number of Property Crimes Known to Police","numbers","1996","356175"
"North Carolina","Number of Property Crimes Known to Police","numbers","1997","358196"
"North Carolina","Number of Property Crimes Known to Police","numbers","1998","354582"
"North Carolina","Number of Property Crimes Known to Police","numbers","1999","343911"
"North Carolina","Number of Property Crimes Known to Police","numbers","2000","343174"
"North Carolina","Number of Property Crimes Known to Police","numbers","2001","357050"
"North Carolina","Number of Property Crimes Known to Police","numbers","2002","342626"
"North Carolina","Number of Property Crimes Known to Police","numbers","2003","341055"
"North Carolina","Number of Property Crimes Known to Police","numbers","2004","336105"
"North Carolina","Number of Property Crimes Known to Police","numbers","2005","343559"
"North Carolina","Number of Property Crimes Known to Police","numbers","2006","353947"
"North Carolina","Number of Property Crimes Known to Police","numbers","2007","340935"
"North Carolina","Number of Property Crimes Known to Police","numbers","2008","356906"
"North Carolina","Number of Property Crimes Known to Police","numbers","2009","343707"
"North Carolina","Number of Property Crimes Known to Police","numbers","2010","329202"
"North Carolina","Number of Property Crimes Known to Police","numbers","2011","337806"
"North Carolina","Number of Property Crimes Known to Police","numbers","2012","328594"
"North Carolina","Number of Property Crimes Known to Police","numbers","2013","305631"
"North Carolina","Number of Property Crimes Known to Police","numbers","2014","285697"
"North Carolina","Number of Property Crimes Known to Police","numbers","2015","50396"
"North Carolina","Number of Property Crimes Known to Police","numbers","2016","49586"
"North Dakota","Number of Property Crimes Known to Police","numbers","1990","14242"
"North Dakota","Number of Property Crimes Known to Police","numbers","1991","15410"
"North Dakota","Number of Property Crimes Known to Police","numbers","1992","17515"
"North Dakota","Number of Property Crimes Known to Police","numbers","1993","16939"
"North Dakota","Number of Property Crimes Known to Police","numbers","1994","16836"
"North Dakota","Number of Property Crimes Known to Police","numbers","1995","17048"
"North Dakota","Number of Property Crimes Known to Police","numbers","1996","14598"
"North Dakota","Number of Property Crimes Known to Police","numbers","1997","15947"
"North Dakota","Number of Property Crimes Known to Police","numbers","1998","15553"
"North Dakota","Number of Property Crimes Known to Police","numbers","1999","14141"
"North Dakota","Number of Property Crimes Known to Police","numbers","2000","13522"
"North Dakota","Number of Property Crimes Known to Police","numbers","2001","13804"
"North Dakota","Number of Property Crimes Known to Police","numbers","2002","13777"
"North Dakota","Number of Property Crimes Known to Police","numbers","2003","12340"
"North Dakota","Number of Property Crimes Known to Police","numbers","2004","11678"
"North Dakota","Number of Property Crimes Known to Police","numbers","2005","12064"
"North Dakota","Number of Property Crimes Known to Police","numbers","2006","12245"
"North Dakota","Number of Property Crimes Known to Police","numbers","2007","11767"
"North Dakota","Number of Property Crimes Known to Police","numbers","2008","12542"
"North Dakota","Number of Property Crimes Known to Police","numbers","2009","12813"
"North Dakota","Number of Property Crimes Known to Police","numbers","2010","12010"
"North Dakota","Number of Property Crimes Known to Police","numbers","2011","13334"
"North Dakota","Number of Property Crimes Known to Police","numbers","2012","14297"
"North Dakota","Number of Property Crimes Known to Police","numbers","2013","15356"
"North Dakota","Number of Property Crimes Known to Police","numbers","2014","15605"
"North Dakota","Number of Property Crimes Known to Police","numbers","2015","2741"
"North Dakota","Number of Property Crimes Known to Police","numbers","2016","2642"
"Ohio","Number of Property Crimes Known to Police","numbers","1990","417752"
"Ohio","Number of Property Crimes Known to Police","numbers","1991","429234"
"Ohio","Number of Property Crimes Known to Police","numbers","1992","392927"
"Ohio","Number of Property Crimes Known to Police","numbers","1993","357115"
"Ohio","Number of Property Crimes Known to Police","numbers","1994","376823"
"Ohio","Number of Property Crimes Known to Police","numbers","1995","349485"
"Ohio","Number of Property Crimes Known to Police","numbers","1996","355363"
"Ohio","Number of Property Crimes Known to Police","numbers","1997","316638"
"Ohio","Number of Property Crimes Known to Police","numbers","1998","317168"
"Ohio","Number of Property Crimes Known to Police","numbers","1999","324529"
"Ohio","Number of Property Crimes Known to Police","numbers","2000","329209"
"Ohio","Number of Property Crimes Known to Police","numbers","2001","372990"
"Ohio","Number of Property Crimes Known to Police","numbers","2002","374781"
"Ohio","Number of Property Crimes Known to Police","numbers","2003","363005"
"Ohio","Number of Property Crimes Known to Police","numbers","2004","375794"
"Ohio","Number of Property Crimes Known to Police","numbers","2005","366970"
"Ohio","Number of Property Crimes Known to Police","numbers","2006","369154"
"Ohio","Number of Property Crimes Known to Police","numbers","2007","351632"
"Ohio","Number of Property Crimes Known to Police","numbers","2008","351813"
"Ohio","Number of Property Crimes Known to Police","numbers","2009","376446"
"Ohio","Number of Property Crimes Known to Police","numbers","2010","376836"
"Ohio","Number of Property Crimes Known to Police","numbers","2011","380572"
"Ohio","Number of Property Crimes Known to Police","numbers","2012","370435"
"Ohio","Number of Property Crimes Known to Police","numbers","2013","338414"
"Ohio","Number of Property Crimes Known to Police","numbers","2014","324528"
"Ohio","Number of Property Crimes Known to Police","numbers","2015","40468"
"Ohio","Number of Property Crimes Known to Police","numbers","2016","38410"
"Oklahoma","Number of Property Crimes Known to Police","numbers","1990","158812"
"Oklahoma","Number of Property Crimes Known to Police","numbers","1991","161261"
"Oklahoma","Number of Property Crimes Known to Police","numbers","1992","154122"
"Oklahoma","Number of Property Crimes Known to Police","numbers","1993","150411"
"Oklahoma","Number of Property Crimes Known to Police","numbers","1994","160008"
"Oklahoma","Number of Property Crimes Known to Police","numbers","1995","161522"
"Oklahoma","Number of Property Crimes Known to Police","numbers","1996","166892"
"Oklahoma","Number of Property Crimes Known to Police","numbers","1997","163605"
"Oklahoma","Number of Property Crimes Known to Police","numbers","1998","149229"
"Oklahoma","Number of Property Crimes Known to Police","numbers","1999","140199"
"Oklahoma","Number of Property Crimes Known to Police","numbers","2000","140125"
"Oklahoma","Number of Property Crimes Known to Police","numbers","2001","141664"
"Oklahoma","Number of Property Crimes Known to Police","numbers","2002","148128"
"Oklahoma","Number of Property Crimes Known to Police","numbers","2003","151208"
"Oklahoma","Number of Property Crimes Known to Police","numbers","2004","149452"
"Oklahoma","Number of Property Crimes Known to Police","numbers","2005","143285"
"Oklahoma","Number of Property Crimes Known to Police","numbers","2006","128680"
"Oklahoma","Number of Property Crimes Known to Police","numbers","2007","127572"
"Oklahoma","Number of Property Crimes Known to Police","numbers","2008","125602"
"Oklahoma","Number of Property Crimes Known to Police","numbers","2009","132350"
"Oklahoma","Number of Property Crimes Known to Police","numbers","2010","129464"
"Oklahoma","Number of Property Crimes Known to Police","numbers","2011","127618"
"Oklahoma","Number of Property Crimes Known to Police","numbers","2012","130969"
"Oklahoma","Number of Property Crimes Known to Police","numbers","2013","126418"
"Oklahoma","Number of Property Crimes Known to Police","numbers","2014","115982"
"Oklahoma","Number of Property Crimes Known to Police","numbers","2015","12346"
"Oklahoma","Number of Property Crimes Known to Police","numbers","2016","12888"
"Oregon","Number of Property Crimes Known to Police","numbers","1990","145397"
"Oregon","Number of Property Crimes Known to Police","numbers","1991","151832"
"Oregon","Number of Property Crimes Known to Police","numbers","1992","155932"
"Oregon","Number of Property Crimes Known to Police","numbers","1993","157802"
"Oregon","Number of Property Crimes Known to Police","numbers","1994","176358"
"Oregon","Number of Property Crimes Known to Police","numbers","1995","184283"
"Oregon","Number of Property Crimes Known to Police","numbers","1996","171236"
"Oregon","Number of Property Crimes Known to Police","numbers","1997","186460"
"Oregon","Number of Property Crimes Known to Police","numbers","1998","169814"
"Oregon","Number of Property Crimes Known to Police","numbers","1999","152644"
"Oregon","Number of Property Crimes Known to Police","numbers","2000","151933"
"Oregon","Number of Property Crimes Known to Police","numbers","2001","163201"
"Oregon","Number of Property Crimes Known to Police","numbers","2002","158448"
"Oregon","Number of Property Crimes Known to Police","numbers","2003","166547"
"Oregon","Number of Property Crimes Known to Police","numbers","2004","164732"
"Oregon","Number of Property Crimes Known to Police","numbers","2005","158772"
"Oregon","Number of Property Crimes Known to Police","numbers","2006","135396"
"Oregon","Number of Property Crimes Known to Police","numbers","2007","130210"
"Oregon","Number of Property Crimes Known to Police","numbers","2008","123019"
"Oregon","Number of Property Crimes Known to Police","numbers","2009","114780"
"Oregon","Number of Property Crimes Known to Police","numbers","2010","116657"
"Oregon","Number of Property Crimes Known to Police","numbers","2011","121869"
"Oregon","Number of Property Crimes Known to Police","numbers","2012","126417"
"Oregon","Number of Property Crimes Known to Police","numbers","2013","125083"
"Oregon","Number of Property Crimes Known to Police","numbers","2014","114305"
"Oregon","Number of Property Crimes Known to Police","numbers","2015","9922"
"Oregon","Number of Property Crimes Known to Police","numbers","2016","17825"
"Pennsylvania","Number of Property Crimes Known to Police","numbers","1990","311854"
"Pennsylvania","Number of Property Crimes Known to Police","numbers","1991","351293"
"Pennsylvania","Number of Property Crimes Known to Police","numbers","1992","339172"
"Pennsylvania","Number of Property Crimes Known to Police","numbers","1993","319727"
"Pennsylvania","Number of Property Crimes Known to Police","numbers","1994","323147"
"Pennsylvania","Number of Property Crimes Known to Police","numbers","1995","313421"
"Pennsylvania","Number of Property Crimes Known to Police","numbers","1996","321085"
"Pennsylvania","Number of Property Crimes Known to Police","numbers","1997","309082"
"Pennsylvania","Number of Property Crimes Known to Police","numbers","1998","315476"
"Pennsylvania","Number of Property Crimes Known to Police","numbers","1999","297791"
"Pennsylvania","Number of Property Crimes Known to Police","numbers","2000","288257"
"Pennsylvania","Number of Property Crimes Known to Police","numbers","2001","271426"
"Pennsylvania","Number of Property Crimes Known to Police","numbers","2002","272339"
"Pennsylvania","Number of Property Crimes Known to Police","numbers","2003","269792"
"Pennsylvania","Number of Property Crimes Known to Police","numbers","2004","277515"
"Pennsylvania","Number of Property Crimes Known to Police","numbers","2005","279129"
"Pennsylvania","Number of Property Crimes Known to Police","numbers","2006","288517"
"Pennsylvania","Number of Property Crimes Known to Police","numbers","2007","285445"
"Pennsylvania","Number of Property Crimes Known to Police","numbers","2008","295535"
"Pennsylvania","Number of Property Crimes Known to Police","numbers","2009","277182"
"Pennsylvania","Number of Property Crimes Known to Police","numbers","2010","276366"
"Pennsylvania","Number of Property Crimes Known to Police","numbers","2011","283442"
"Pennsylvania","Number of Property Crimes Known to Police","numbers","2012","276562"
"Pennsylvania","Number of Property Crimes Known to Police","numbers","2013","263176"
"Pennsylvania","Number of Property Crimes Known to Police","numbers","2014","247016"
"Pennsylvania","Number of Property Crimes Known to Police","numbers","2015","190"
"Pennsylvania","Number of Property Crimes Known to Police","numbers","2016","7"
"Rhode Island","Number of Property Crimes Known to Police","numbers","1990","49378"
"Rhode Island","Number of Property Crimes Known to Police","numbers","1991","46163"
"Rhode Island","Number of Property Crimes Known to Police","numbers","1992","42044"
"Rhode Island","Number of Property Crimes Known to Police","numbers","1993","40973"
"Rhode Island","Number of Property Crimes Known to Police","numbers","1994","37323"
"Rhode Island","Number of Property Crimes Known to Police","numbers","1995","38380"
"Rhode Island","Number of Property Crimes Known to Police","numbers","1996","36117"
"Rhode Island","Number of Property Crimes Known to Police","numbers","1997","32777"
"Rhode Island","Number of Property Crimes Known to Police","numbers","1998","31514"
"Rhode Island","Number of Property Crimes Known to Police","numbers","1999","32659"
"Rhode Island","Number of Property Crimes Known to Police","numbers","2000","33323"
"Rhode Island","Number of Property Crimes Known to Police","numbers","2001","35742"
"Rhode Island","Number of Property Crimes Known to Police","numbers","2002","35342"
"Rhode Island","Number of Property Crimes Known to Police","numbers","2003","32231"
"Rhode Island","Number of Property Crimes Known to Police","numbers","2004","31166"
"Rhode Island","Number of Property Crimes Known to Police","numbers","2005","29118"
"Rhode Island","Number of Property Crimes Known to Police","numbers","2006","27906"
"Rhode Island","Number of Property Crimes Known to Police","numbers","2007","27503"
"Rhode Island","Number of Property Crimes Known to Police","numbers","2008","29895"
"Rhode Island","Number of Property Crimes Known to Police","numbers","2009","27558"
"Rhode Island","Number of Property Crimes Known to Police","numbers","2010","26959"
"Rhode Island","Number of Property Crimes Known to Police","numbers","2011","27976"
"Rhode Island","Number of Property Crimes Known to Police","numbers","2012","27039"
"Rhode Island","Number of Property Crimes Known to Police","numbers","2013","25741"
"Rhode Island","Number of Property Crimes Known to Police","numbers","2014","22935"
"South Carolina","Number of Property Crimes Known to Police","numbers","1990","175948"
"South Carolina","Number of Property Crimes Known to Police","numbers","1991","185147"
"South Carolina","Number of Property Crimes Known to Police","numbers","1992","178176"
"South Carolina","Number of Property Crimes Known to Police","numbers","1993","178397"
"South Carolina","Number of Property Crimes Known to Police","numbers","1994","184303"
"South Carolina","Number of Property Crimes Known to Police","numbers","1995","187839"
"South Carolina","Number of Property Crimes Known to Police","numbers","1996","193603"
"South Carolina","Number of Property Crimes Known to Police","numbers","1997","195133"
"South Carolina","Number of Property Crimes Known to Police","numbers","1998","188147"
"South Carolina","Number of Property Crimes Known to Police","numbers","1999","175627"
"South Carolina","Number of Property Crimes Known to Police","numbers","2000","178319"
"South Carolina","Number of Property Crimes Known to Police","numbers","2001","184518"
"South Carolina","Number of Property Crimes Known to Police","numbers","2002","184733"
"South Carolina","Number of Property Crimes Known to Police","numbers","2003","187432"
"South Carolina","Number of Property Crimes Known to Police","numbers","2004","190203"
"South Carolina","Number of Property Crimes Known to Police","numbers","2005","184827"
"South Carolina","Number of Property Crimes Known to Police","numbers","2006","184182"
"South Carolina","Number of Property Crimes Known to Police","numbers","2007","188763"
"South Carolina","Number of Property Crimes Known to Police","numbers","2008","188418"
"South Carolina","Number of Property Crimes Known to Police","numbers","2009","178310"
"South Carolina","Number of Property Crimes Known to Police","numbers","2010","181098"
"South Carolina","Number of Property Crimes Known to Police","numbers","2011","183243"
"South Carolina","Number of Property Crimes Known to Police","numbers","2012","181049"
"South Carolina","Number of Property Crimes Known to Police","numbers","2013","173261"
"South Carolina","Number of Property Crimes Known to Police","numbers","2014","167217"
"South Carolina","Number of Property Crimes Known to Police","numbers","2015","78194"
"South Carolina","Number of Property Crimes Known to Police","numbers","2016","76805"
"South Dakota","Number of Property Crimes Known to Police","numbers","1990","17432"
"South Dakota","Number of Property Crimes Known to Police","numbers","1991","19237"
"South Dakota","Number of Property Crimes Known to Police","numbers","1992","18548"
"South Dakota","Number of Property Crimes Known to Police","numbers","1993","17263"
"South Dakota","Number of Property Crimes Known to Police","numbers","1994","17330"
"South Dakota","Number of Property Crimes Known to Police","numbers","1995","17974"
"South Dakota","Number of Property Crimes Known to Police","numbers","1996","17197"
"South Dakota","Number of Property Crimes Known to Police","numbers","1997","13560"
"South Dakota","Number of Property Crimes Known to Police","numbers","1998","14170"
"South Dakota","Number of Property Crimes Known to Police","numbers","1999","15141"
"South Dakota","Number of Property Crimes Known to Police","numbers","2000","14808"
"South Dakota","Number of Property Crimes Known to Police","numbers","2001","14104"
"South Dakota","Number of Property Crimes Known to Police","numbers","2002","14375"
"South Dakota","Number of Property Crimes Known to Police","numbers","2003","14495"
"South Dakota","Number of Property Crimes Known to Police","numbers","2004","13654"
"South Dakota","Number of Property Crimes Known to Police","numbers","2005","12556"
"South Dakota","Number of Property Crimes Known to Police","numbers","2006","11010"
"South Dakota","Number of Property Crimes Known to Police","numbers","2007","11947"
"South Dakota","Number of Property Crimes Known to Police","numbers","2008","12608"
"South Dakota","Number of Property Crimes Known to Police","numbers","2009","14378"
"South Dakota","Number of Property Crimes Known to Police","numbers","2010","15188"
"South Dakota","Number of Property Crimes Known to Police","numbers","2011","15299"
"South Dakota","Number of Property Crimes Known to Police","numbers","2012","17326"
"South Dakota","Number of Property Crimes Known to Police","numbers","2013","16274"
"South Dakota","Number of Property Crimes Known to Police","numbers","2014","15902"
"South Dakota","Number of Property Crimes Known to Police","numbers","2015","1898"
"South Dakota","Number of Property Crimes Known to Police","numbers","2016","2201"
"Tennessee","Number of Property Crimes Known to Police","numbers","1990","188231"
"Tennessee","Number of Property Crimes Known to Police","numbers","1991","199149"
"Tennessee","Number of Property Crimes Known to Police","numbers","1992","192499"
"Tennessee","Number of Property Crimes Known to Police","numbers","1993","202144"
"Tennessee","Number of Property Crimes Known to Police","numbers","1994","192877"
"Tennessee","Number of Property Crimes Known to Police","numbers","1995","204420"
"Tennessee","Number of Property Crimes Known to Police","numbers","1996","208435"
"Tennessee","Number of Property Crimes Known to Police","numbers","1997","206493"
"Tennessee","Number of Property Crimes Known to Police","numbers","1998","209028"
"Tennessee","Number of Property Crimes Known to Police","numbers","1999","211812"
"Tennessee","Number of Property Crimes Known to Police","numbers","2000","237893"
"Tennessee","Number of Property Crimes Known to Police","numbers","2001","252379"
"Tennessee","Number of Property Crimes Known to Police","numbers","2002","249914"
"Tennessee","Number of Property Crimes Known to Police","numbers","2003","256291"
"Tennessee","Number of Property Crimes Known to Police","numbers","2004","254865"
"Tennessee","Number of Property Crimes Known to Police","numbers","2005","254836"
"Tennessee","Number of Property Crimes Known to Police","numbers","2006","249672"
"Tennessee","Number of Property Crimes Known to Police","numbers","2007","251959"
"Tennessee","Number of Property Crimes Known to Police","numbers","2008","250262"
"Tennessee","Number of Property Crimes Known to Police","numbers","2009","237157"
"Tennessee","Number of Property Crimes Known to Police","numbers","2010","232855"
"Tennessee","Number of Property Crimes Known to Police","numbers","2011","230900"
"Tennessee","Number of Property Crimes Known to Police","numbers","2012","217925"
"Tennessee","Number of Property Crimes Known to Police","numbers","2013","207683"
"Tennessee","Number of Property Crimes Known to Police","numbers","2014","200447"
"Tennessee","Number of Property Crimes Known to Police","numbers","2015","40730"
"Tennessee","Number of Property Crimes Known to Police","numbers","2016","40796"
"Texas","Number of Property Crimes Known to Police","numbers","1990","1199651"
"Texas","Number of Property Crimes Known to Police","numbers","1991","1209981"
"Texas","Number of Property Crimes Known to Police","numbers","1992","1103309"
"Texas","Number of Property Crimes Known to Police","numbers","1993","1023226"
"Texas","Number of Property Crimes Known to Police","numbers","1994","949167"
"Texas","Number of Property Crimes Known to Police","numbers","1995","939428"
"Texas","Number of Property Crimes Known to Police","numbers","1996","967867"
"Texas","Number of Property Crimes Known to Police","numbers","1997","946689"
"Texas","Number of Property Crimes Known to Police","numbers","1998","897188"
"Texas","Number of Property Crimes Known to Police","numbers","1999","890536"
"Texas","Number of Property Crimes Known to Police","numbers","2000","915304"
"Texas","Number of Property Crimes Known to Police","numbers","2001","969948"
"Texas","Number of Property Crimes Known to Police","numbers","2002","1000964"
"Texas","Number of Property Crimes Known to Police","numbers","2003","1015118"
"Texas","Number of Property Crimes Known to Police","numbers","2004","1007982"
"Texas","Number of Property Crimes Known to Police","numbers","2005","989699"
"Texas","Number of Property Crimes Known to Police","numbers","2006","958518"
"Texas","Number of Property Crimes Known to Police","numbers","2007","984011"
"Texas","Number of Property Crimes Known to Police","numbers","2008","969021"
"Texas","Number of Property Crimes Known to Police","numbers","2009","995082"
"Texas","Number of Property Crimes Known to Police","numbers","2010","951246"
"Texas","Number of Property Crimes Known to Police","numbers","2011","892810"
"Texas","Number of Property Crimes Known to Police","numbers","2012","876459"
"Texas","Number of Property Crimes Known to Police","numbers","2013","862289"
"Texas","Number of Property Crimes Known to Police","numbers","2014","813934"
"Texas","Number of Property Crimes Known to Police","numbers","2015","122184"
"Texas","Number of Property Crimes Known to Police","numbers","2016","119092"
"Utah","Number of Property Crimes Known to Police","numbers","1990","91076"
"Utah","Number of Property Crimes Known to Police","numbers","1991","92048"
"Utah","Number of Property Crimes Known to Police","numbers","1992","95778"
"Utah","Number of Property Crimes Known to Police","numbers","1993","89741"
"Utah","Number of Property Crimes Known to Police","numbers","1994","94128"
"Utah","Number of Property Crimes Known to Police","numbers","1995","108552"
"Utah","Number of Property Crimes Known to Police","numbers","1996","108399"
"Utah","Number of Property Crimes Known to Police","numbers","1997","112599"
"Utah","Number of Property Crimes Known to Police","numbers","1998","103722"
"Utah","Number of Property Crimes Known to Police","numbers","1999","98475"
"Utah","Number of Property Crimes Known to Police","numbers","2000","87056"
"Utah","Number of Property Crimes Known to Police","numbers","2001","88924"
"Utah","Number of Property Crimes Known to Police","numbers","2002","97286"
"Utah","Number of Property Crimes Known to Police","numbers","2003","96154"
"Utah","Number of Property Crimes Known to Police","numbers","2004","95961"
"Utah","Number of Property Crimes Known to Police","numbers","2005","95002"
"Utah","Number of Property Crimes Known to Police","numbers","2006","88142"
"Utah","Number of Property Crimes Known to Police","numbers","2007","91940"
"Utah","Number of Property Crimes Known to Police","numbers","2008","91430"
"Utah","Number of Property Crimes Known to Police","numbers","2009","91751"
"Utah","Number of Property Crimes Known to Police","numbers","2010","88316"
"Utah","Number of Property Crimes Known to Police","numbers","2011","84084"
"Utah","Number of Property Crimes Known to Police","numbers","2012","86284"
"Utah","Number of Property Crimes Known to Police","numbers","2013","88334"
"Utah","Number of Property Crimes Known to Police","numbers","2014","84711"
"Utah","Number of Property Crimes Known to Police","numbers","2015","16333"
"Utah","Number of Property Crimes Known to Police","numbers","2016","16537"
"Vermont","Number of Property Crimes Known to Police","numbers","1990","22104"
"Vermont","Number of Property Crimes Known to Police","numbers","1991","19397"
"Vermont","Number of Property Crimes Known to Police","numbers","1992","14436"
"Vermont","Number of Property Crimes Known to Police","numbers","1993","11905"
"Vermont","Number of Property Crimes Known to Police","numbers","1994","17146"
"Vermont","Number of Property Crimes Known to Police","numbers","1995","17764"
"Vermont","Number of Property Crimes Known to Police","numbers","1996","16587"
"Vermont","Number of Property Crimes Known to Police","numbers","1997","0"
"Vermont","Number of Property Crimes Known to Police","numbers","1998","16627"
"Vermont","Number of Property Crimes Known to Police","numbers","1999","15425"
"Vermont","Number of Property Crimes Known to Police","numbers","2000","16129"
"Vermont","Number of Property Crimes Known to Police","numbers","2001","14924"
"Vermont","Number of Property Crimes Known to Police","numbers","2002","14967"
"Vermont","Number of Property Crimes Known to Police","numbers","2003","13522"
"Vermont","Number of Property Crimes Known to Police","numbers","2004","13985"
"Vermont","Number of Property Crimes Known to Police","numbers","2005","13895"
"Vermont","Number of Property Crimes Known to Police","numbers","2006","14672"
"Vermont","Number of Property Crimes Known to Police","numbers","2007","14435"
"Vermont","Number of Property Crimes Known to Police","numbers","2008","15841"
"Vermont","Number of Property Crimes Known to Police","numbers","2009","15010"
"Vermont","Number of Property Crimes Known to Police","numbers","2010","14160"
"Vermont","Number of Property Crimes Known to Police","numbers","2011","15086"
"Vermont","Number of Property Crimes Known to Police","numbers","2012","15653"
"Vermont","Number of Property Crimes Known to Police","numbers","2013","13882"
"Vermont","Number of Property Crimes Known to Police","numbers","2014","9551"
"Vermont","Number of Property Crimes Known to Police","numbers","2015","196"
"Vermont","Number of Property Crimes Known to Police","numbers","2016","173"
"Virginia","Number of Property Crimes Known to Police","numbers","1990","253712"
"Virginia","Number of Property Crimes Known to Police","numbers","1991","266159"
"Virginia","Number of Property Crimes Known to Police","numbers","1992","250211"
"Virginia","Number of Property Crimes Known to Police","numbers","1993","242975"
"Virginia","Number of Property Crimes Known to Police","numbers","1994","239601"
"Virginia","Number of Property Crimes Known to Police","numbers","1995","240071"
"Virginia","Number of Property Crimes Known to Police","numbers","1996","241436"
"Virginia","Number of Property Crimes Known to Police","numbers","1997","237154"
"Virginia","Number of Property Crimes Known to Police","numbers","1998","222636"
"Virginia","Number of Property Crimes Known to Police","numbers","1999","195023"
"Virginia","Number of Property Crimes Known to Police","numbers","2000","188954"
"Virginia","Number of Property Crimes Known to Police","numbers","2001","197620"
"Virginia","Number of Property Crimes Known to Police","numbers","2002","204140"
"Virginia","Number of Property Crimes Known to Police","numbers","2003","196512"
"Virginia","Number of Property Crimes Known to Police","numbers","2004","197034"
"Virginia","Number of Property Crimes Known to Police","numbers","2005","198429"
"Virginia","Number of Property Crimes Known to Police","numbers","2006","188753"
"Virginia","Number of Property Crimes Known to Police","numbers","2007","191154"
"Virginia","Number of Property Crimes Known to Police","numbers","2008","196676"
"Virginia","Number of Property Crimes Known to Police","numbers","2009","194020"
"Virginia","Number of Property Crimes Known to Police","numbers","2010","187403"
"Virginia","Number of Property Crimes Known to Police","numbers","2011","182902"
"Virginia","Number of Property Crimes Known to Police","numbers","2012","178434"
"Virginia","Number of Property Crimes Known to Police","numbers","2013","171558"
"Virginia","Number of Property Crimes Known to Police","numbers","2014","160720"
"Virginia","Number of Property Crimes Known to Police","numbers","2015","69319"
"Virginia","Number of Property Crimes Known to Police","numbers","2016","68748"
"Washington","Number of Property Crimes Known to Police","numbers","1990","274540"
"Washington","Number of Property Crimes Known to Police","numbers","1991","282133"
"Washington","Number of Property Crimes Known to Police","numbers","1992","286765"
"Washington","Number of Property Crimes Known to Police","numbers","1993","279576"
"Washington","Number of Property Crimes Known to Police","numbers","1994","292892"
"Washington","Number of Property Crimes Known to Police","numbers","1995","302586"
"Washington","Number of Property Crimes Known to Police","numbers","1996","294855"
"Washington","Number of Property Crimes Known to Police","numbers","1997","292992"
"Washington","Number of Property Crimes Known to Police","numbers","1998","298693"
"Washington","Number of Property Crimes Known to Police","numbers","1999","274316"
"Washington","Number of Property Crimes Known to Police","numbers","2000","273851"
"Washington","Number of Property Crimes Known to Police","numbers","2001","281459"
"Washington","Number of Property Crimes Known to Police","numbers","2002","281622"
"Washington","Number of Property Crimes Known to Police","numbers","2003","288744"
"Washington","Number of Property Crimes Known to Police","numbers","2004","298447"
"Washington","Number of Property Crimes Known to Police","numbers","2005","306271"
"Washington","Number of Property Crimes Known to Police","numbers","2006","284106"
"Washington","Number of Property Crimes Known to Police","numbers","2007","256841"
"Washington","Number of Property Crimes Known to Police","numbers","2008","247172"
"Washington","Number of Property Crimes Known to Police","numbers","2009","245215"
"Washington","Number of Property Crimes Known to Police","numbers","2010","249426"
"Washington","Number of Property Crimes Known to Police","numbers","2011","244209"
"Washington","Number of Property Crimes Known to Police","numbers","2012","254377"
"Washington","Number of Property Crimes Known to Police","numbers","2013","259139"
"Washington","Number of Property Crimes Known to Police","numbers","2014","261706"
"Washington","Number of Property Crimes Known to Police","numbers","2015","45639"
"Washington","Number of Property Crimes Known to Police","numbers","2016","45825"
"West Virginia","Number of Property Crimes Known to Police","numbers","1990","41855"
"West Virginia","Number of Property Crimes Known to Police","numbers","1991","44514"
"West Virginia","Number of Property Crimes Known to Police","numbers","1992","43401"
"West Virginia","Number of Property Crimes Known to Police","numbers","1993","42245"
"West Virginia","Number of Property Crimes Known to Police","numbers","1994","42082"
