"classification","state","component","industry","Unit","Date","Value"
"NAICS","North Carolina","Per capita real GDP by state","All industry total","chained 2009 dollars","2002","42443"
"NAICS","North Carolina","Per capita real GDP by state","All industry total","chained 2009 dollars","2003","42871"
"NAICS","North Carolina","Per capita real GDP by state","All industry total","chained 2009 dollars","2004","43866"
"NAICS","North Carolina","Per capita real GDP by state","All industry total","chained 2009 dollars","2005","45042"
"NAICS","North Carolina","Per capita real GDP by state","All industry total","chained 2009 dollars","2006","46408"
"NAICS","North Carolina","Per capita real GDP by state","All industry total","chained 2009 dollars","2007","45440"
"NAICS","North Carolina","Per capita real GDP by state","All industry total","chained 2009 dollars","2008","45567"
"NAICS","North Carolina","Per capita real GDP by state","All industry total","chained 2009 dollars","2009","43160"
"NAICS","North Carolina","Per capita real GDP by state","All industry total","chained 2009 dollars","2010","43141"
"NAICS","North Carolina","Per capita real GDP by state","All industry total","chained 2009 dollars","2011","43223"
"NAICS","North Carolina","Per capita real GDP by state","All industry total","chained 2009 dollars","2012","42659"
"NAICS","North Carolina","Per capita real GDP by state","All industry total","chained 2009 dollars","2013","42945"
"NAICS","North Carolina","Per capita real GDP by state","All industry total","chained 2009 dollars","2014","43442"
"NAICS","North Carolina","Per capita real GDP by state","All industry total","chained 2009 dollars","2015","44172"
"NAICS","North Carolina","Per capita real GDP by state","All industry total","chained 2009 dollars","2016","44511"
"NAICS","South Carolina","Per capita real GDP by state","All industry total","chained 2009 dollars","1997","34069"
"NAICS","South Carolina","Per capita real GDP by state","All industry total","chained 2009 dollars","1998","34734"
"NAICS","South Carolina","Per capita real GDP by state","All industry total","chained 2009 dollars","1999","35728"
"NAICS","South Carolina","Per capita real GDP by state","All industry total","chained 2009 dollars","2000","36070"
"NAICS","South Carolina","Per capita real GDP by state","All industry total","chained 2009 dollars","2001","35902"
"NAICS","South Carolina","Per capita real GDP by state","All industry total","chained 2009 dollars","2002","36341"
"NAICS","South Carolina","Per capita real GDP by state","All industry total","chained 2009 dollars","2003","37283"
"NAICS","South Carolina","Per capita real GDP by state","All industry total","chained 2009 dollars","2004","37124"
"NAICS","South Carolina","Per capita real GDP by state","All industry total","chained 2009 dollars","2005","37397"
"NAICS","South Carolina","Per capita real GDP by state","All industry total","chained 2009 dollars","2006","37326"
"NAICS","South Carolina","Per capita real GDP by state","All industry total","chained 2009 dollars","2007","37724"
"NAICS","South Carolina","Per capita real GDP by state","All industry total","chained 2009 dollars","2008","36834"
"NAICS","South Carolina","Per capita real GDP by state","All industry total","chained 2009 dollars","2009","34955"
"NAICS","South Carolina","Per capita real GDP by state","All industry total","chained 2009 dollars","2010","35126"
"NAICS","South Carolina","Per capita real GDP by state","All industry total","chained 2009 dollars","2011","35609"
"NAICS","South Carolina","Per capita real GDP by state","All industry total","chained 2009 dollars","2012","35346"
"NAICS","South Carolina","Per capita real GDP by state","All industry total","chained 2009 dollars","2013","35701"
"NAICS","South Carolina","Per capita real GDP by state","All industry total","chained 2009 dollars","2014","36301"
"NAICS","South Carolina","Per capita real GDP by state","All industry total","chained 2009 dollars","2015","36917"
"NAICS","South Carolina","Per capita real GDP by state","All industry total","chained 2009 dollars","2016","37075"
"NAICS","Tennessee","Per capita real GDP by state","All industry total","chained 2009 dollars","1997","36910"
"NAICS","Tennessee","Per capita real GDP by state","All industry total","chained 2009 dollars","1998","38257"
"NAICS","Tennessee","Per capita real GDP by state","All industry total","chained 2009 dollars","1999","38930"
"NAICS","Tennessee","Per capita real GDP by state","All industry total","chained 2009 dollars","2000","38892"
"NAICS","Tennessee","Per capita real GDP by state","All industry total","chained 2009 dollars","2001","38631"
"NAICS","Tennessee","Per capita real GDP by state","All industry total","chained 2009 dollars","2002","39514"
"NAICS","Tennessee","Per capita real GDP by state","All industry total","chained 2009 dollars","2003","40463"
"NAICS","Tennessee","Per capita real GDP by state","All industry total","chained 2009 dollars","2004","41777"
"NAICS","Tennessee","Per capita real GDP by state","All industry total","chained 2009 dollars","2005","41868"
"NAICS","Tennessee","Per capita real GDP by state","All industry total","chained 2009 dollars","2006","42177"
"NAICS","Tennessee","Per capita real GDP by state","All industry total","chained 2009 dollars","2007","41172"
"NAICS","Tennessee","Per capita real GDP by state","All industry total","chained 2009 dollars","2008","40949"
"NAICS","Tennessee","Per capita real GDP by state","All industry total","chained 2009 dollars","2009","39096"
"NAICS","Tennessee","Per capita real GDP by state","All industry total","chained 2009 dollars","2010","39370"
"NAICS","Tennessee","Per capita real GDP by state","All industry total","chained 2009 dollars","2011","40193"
"NAICS","Tennessee","Per capita real GDP by state","All industry total","chained 2009 dollars","2012","41091"
"NAICS","Tennessee","Per capita real GDP by state","All industry total","chained 2009 dollars","2013","41487"
"NAICS","Tennessee","Per capita real GDP by state","All industry total","chained 2009 dollars","2014","41875"
"NAICS","Tennessee","Per capita real GDP by state","All industry total","chained 2009 dollars","2015","42803"
"NAICS","Tennessee","Per capita real GDP by state","All industry total","chained 2009 dollars","2016","43688"
"NAICS","Texas","Per capita real GDP by state","All industry total","chained 2009 dollars","1997","41366"
"NAICS","Texas","Per capita real GDP by state","All industry total","chained 2009 dollars","1998","43009"
"NAICS","Texas","Per capita real GDP by state","All industry total","chained 2009 dollars","1999","43825"
"NAICS","Texas","Per capita real GDP by state","All industry total","chained 2009 dollars","2000","44432"
"NAICS","Texas","Per capita real GDP by state","All industry total","chained 2009 dollars","2001","44784"
"NAICS","Texas","Per capita real GDP by state","All industry total","chained 2009 dollars","2002","44661"
"NAICS","Texas","Per capita real GDP by state","All industry total","chained 2009 dollars","2003","44330"
"NAICS","Texas","Per capita real GDP by state","All industry total","chained 2009 dollars","2004","45691"
"NAICS","Texas","Per capita real GDP by state","All industry total","chained 2009 dollars","2005","45966"
"NAICS","Texas","Per capita real GDP by state","All industry total","chained 2009 dollars","2006","47595"
"NAICS","Texas","Per capita real GDP by state","All industry total","chained 2009 dollars","2007","48954"
"NAICS","Texas","Per capita real GDP by state","All industry total","chained 2009 dollars","2008","48282"
"NAICS","Texas","Per capita real GDP by state","All industry total","chained 2009 dollars","2009","47034"
"NAICS","Texas","Per capita real GDP by state","All industry total","chained 2009 dollars","2010","47417"
"NAICS","Texas","Per capita real GDP by state","All industry total","chained 2009 dollars","2011","48354"
"NAICS","Texas","Per capita real GDP by state","All industry total","chained 2009 dollars","2012","50266"
"NAICS","Texas","Per capita real GDP by state","All industry total","chained 2009 dollars","2013","52018"
"NAICS","Texas","Per capita real GDP by state","All industry total","chained 2009 dollars","2014","52875"
"NAICS","Texas","Per capita real GDP by state","All industry total","chained 2009 dollars","2015","54134"
"NAICS","Texas","Per capita real GDP by state","All industry total","chained 2009 dollars","2016","53129"
"NAICS","Virginia","Per capita real GDP by state","All industry total","chained 2009 dollars","1997","43069"
"NAICS","Virginia","Per capita real GDP by state","All industry total","chained 2009 dollars","1998","44745"
"NAICS","Virginia","Per capita real GDP by state","All industry total","chained 2009 dollars","1999","46223"
"NAICS","Virginia","Per capita real GDP by state","All industry total","chained 2009 dollars","2000","47313"
"NAICS","Virginia","Per capita real GDP by state","All industry total","chained 2009 dollars","2001","48194"
"NAICS","Virginia","Per capita real GDP by state","All industry total","chained 2009 dollars","2002","47962"
"NAICS","Virginia","Per capita real GDP by state","All industry total","chained 2009 dollars","2003","49191"
"NAICS","Virginia","Per capita real GDP by state","All industry total","chained 2009 dollars","2004","50400"
"NAICS","Virginia","Per capita real GDP by state","All industry total","chained 2009 dollars","2005","52305"
"NAICS","Virginia","Per capita real GDP by state","All industry total","chained 2009 dollars","2006","52866"
"NAICS","Virginia","Per capita real GDP by state","All industry total","chained 2009 dollars","2007","52657"
"NAICS","Virginia","Per capita real GDP by state","All industry total","chained 2009 dollars","2008","51985"
"NAICS","Virginia","Per capita real GDP by state","All industry total","chained 2009 dollars","2009","51389"
"NAICS","Virginia","Per capita real GDP by state","All industry total","chained 2009 dollars","2010","51946"
"NAICS","Virginia","Per capita real GDP by state","All industry total","chained 2009 dollars","2011","51754"
"NAICS","Virginia","Per capita real GDP by state","All industry total","chained 2009 dollars","2012","51546"
"NAICS","Virginia","Per capita real GDP by state","All industry total","chained 2009 dollars","2013","51106"
"NAICS","Virginia","Per capita real GDP by state","All industry total","chained 2009 dollars","2014","50879"
"NAICS","Virginia","Per capita real GDP by state","All industry total","chained 2009 dollars","2015","51667"
"NAICS","Virginia","Per capita real GDP by state","All industry total","chained 2009 dollars","2016","51643"
"NAICS","West Virginia","Per capita real GDP by state","All industry total","chained 2009 dollars","1997","30445"
"NAICS","West Virginia","Per capita real GDP by state","All industry total","chained 2009 dollars","1998","30978"
"NAICS","West Virginia","Per capita real GDP by state","All industry total","chained 2009 dollars","1999","32208"
"NAICS","West Virginia","Per capita real GDP by state","All industry total","chained 2009 dollars","2000","32144"
"NAICS","West Virginia","Per capita real GDP by state","All industry total","chained 2009 dollars","2001","32263"
"NAICS","West Virginia","Per capita real GDP by state","All industry total","chained 2009 dollars","2002","32506"
"NAICS","West Virginia","Per capita real GDP by state","All industry total","chained 2009 dollars","2003","32396"
"NAICS","West Virginia","Per capita real GDP by state","All industry total","chained 2009 dollars","2004","32862"
"NAICS","West Virginia","Per capita real GDP by state","All industry total","chained 2009 dollars","2005","33628"
"NAICS","West Virginia","Per capita real GDP by state","All industry total","chained 2009 dollars","2006","34009"
"NAICS","West Virginia","Per capita real GDP by state","All industry total","chained 2009 dollars","2007","33892"
"NAICS","West Virginia","Per capita real GDP by state","All industry total","chained 2009 dollars","2008","34679"
"NAICS","West Virginia","Per capita real GDP by state","All industry total","chained 2009 dollars","2009","34564"
"NAICS","West Virginia","Per capita real GDP by state","All industry total","chained 2009 dollars","2010","35368"
"NAICS","West Virginia","Per capita real GDP by state","All industry total","chained 2009 dollars","2011","36084"
"NAICS","West Virginia","Per capita real GDP by state","All industry total","chained 2009 dollars","2012","35509"
"NAICS","West Virginia","Per capita real GDP by state","All industry total","chained 2009 dollars","2013","35755"
"NAICS","West Virginia","Per capita real GDP by state","All industry total","chained 2009 dollars","2014","36059"
"NAICS","West Virginia","Per capita real GDP by state","All industry total","chained 2009 dollars","2015","36461"
"NAICS","West Virginia","Per capita real GDP by state","All industry total","chained 2009 dollars","2016","36244"
"NAICS","Alaska","Per capita real GDP by state","All industry total","chained 2009 dollars","1997","61797"
"NAICS","Alaska","Per capita real GDP by state","All industry total","chained 2009 dollars","1998","59504"
"NAICS","Alaska","Per capita real GDP by state","All industry total","chained 2009 dollars","1999","58609"
"NAICS","Alaska","Per capita real GDP by state","All industry total","chained 2009 dollars","2000","57184"
"NAICS","Alaska","Per capita real GDP by state","All industry total","chained 2009 dollars","2001","58547"
"NAICS","Alaska","Per capita real GDP by state","All industry total","chained 2009 dollars","2002","60101"
"NAICS","Alaska","Per capita real GDP by state","All industry total","chained 2009 dollars","2003","59008"
"NAICS","Alaska","Per capita real GDP by state","All industry total","chained 2009 dollars","2004","60137"
"NAICS","Alaska","Per capita real GDP by state","All industry total","chained 2009 dollars","2005","61125"
"NAICS","Alaska","Per capita real GDP by state","All industry total","chained 2009 dollars","2006","64349"
"NAICS","Alaska","Per capita real GDP by state","All industry total","chained 2009 dollars","2007","67228"
"NAICS","Alaska","Per capita real GDP by state","All industry total","chained 2009 dollars","2008","67527"
"NAICS","Alaska","Per capita real GDP by state","All industry total","chained 2009 dollars","2009","72204"
"NAICS","Alaska","Per capita real GDP by state","All industry total","chained 2009 dollars","2010","69564"
"NAICS","Alaska","Per capita real GDP by state","All industry total","chained 2009 dollars","2011","70573"
"NAICS","Alaska","Per capita real GDP by state","All industry total","chained 2009 dollars","2012","73478"
"NAICS","Alaska","Per capita real GDP by state","All industry total","chained 2009 dollars","2013","69700"
"NAICS","Alaska","Per capita real GDP by state","All industry total","chained 2009 dollars","2014","67188"
"NAICS","Alaska","Per capita real GDP by state","All industry total","chained 2009 dollars","2015","67302"
"NAICS","Alaska","Per capita real GDP by state","All industry total","chained 2009 dollars","2016","63317"
"NAICS","California","Per capita real GDP by state","All industry total","chained 2009 dollars","1997","41345"
"NAICS","California","Per capita real GDP by state","All industry total","chained 2009 dollars","1998","43098"
"NAICS","California","Per capita real GDP by state","All industry total","chained 2009 dollars","1999","45541"
"NAICS","California","Per capita real GDP by state","All industry total","chained 2009 dollars","2000","48223"
"NAICS","California","Per capita real GDP by state","All industry total","chained 2009 dollars","2001","47216"
"NAICS","California","Per capita real GDP by state","All industry total","chained 2009 dollars","2002","47880"
"NAICS","California","Per capita real GDP by state","All industry total","chained 2009 dollars","2003","49501"
"NAICS","California","Per capita real GDP by state","All industry total","chained 2009 dollars","2004","51520"
"NAICS","California","Per capita real GDP by state","All industry total","chained 2009 dollars","2005","53320"
"NAICS","California","Per capita real GDP by state","All industry total","chained 2009 dollars","2006","54842"
"NAICS","California","Per capita real GDP by state","All industry total","chained 2009 dollars","2007","55154"
"NAICS","California","Per capita real GDP by state","All industry total","chained 2009 dollars","2008","54454"
"NAICS","California","Per capita real GDP by state","All industry total","chained 2009 dollars","2009","51733"
"NAICS","California","Per capita real GDP by state","All industry total","chained 2009 dollars","2010","51871"
"NAICS","California","Per capita real GDP by state","All industry total","chained 2009 dollars","2011","52099"
"NAICS","California","Per capita real GDP by state","All industry total","chained 2009 dollars","2012","52974"
"NAICS","California","Per capita real GDP by state","All industry total","chained 2009 dollars","2013","53855"
"NAICS","California","Per capita real GDP by state","All industry total","chained 2009 dollars","2014","55598"
"NAICS","California","Per capita real GDP by state","All industry total","chained 2009 dollars","2015","57596"
"NAICS","California","Per capita real GDP by state","All industry total","chained 2009 dollars","2016","59117"
"NAICS","Colorado","Per capita real GDP by state","All industry total","chained 2009 dollars","1997","43558"
"NAICS","Colorado","Per capita real GDP by state","All industry total","chained 2009 dollars","1998","46692"
"NAICS","Colorado","Per capita real GDP by state","All industry total","chained 2009 dollars","1999","49040"
"NAICS","Colorado","Per capita real GDP by state","All industry total","chained 2009 dollars","2000","51524"
"NAICS","Colorado","Per capita real GDP by state","All industry total","chained 2009 dollars","2001","51113"
"NAICS","Colorado","Per capita real GDP by state","All industry total","chained 2009 dollars","2002","50870"
"NAICS","Colorado","Per capita real GDP by state","All industry total","chained 2009 dollars","2003","50743"
"NAICS","Colorado","Per capita real GDP by state","All industry total","chained 2009 dollars","2004","50083"
"NAICS","Colorado","Per capita real GDP by state","All industry total","chained 2009 dollars","2005","51473"
"NAICS","Colorado","Per capita real GDP by state","All industry total","chained 2009 dollars","2006","51515"
"NAICS","Colorado","Per capita real GDP by state","All industry total","chained 2009 dollars","2007","52094"
"NAICS","Colorado","Per capita real GDP by state","All industry total","chained 2009 dollars","2008","51651"
"NAICS","Colorado","Per capita real GDP by state","All industry total","chained 2009 dollars","2009","49731"
"NAICS","Colorado","Per capita real GDP by state","All industry total","chained 2009 dollars","2010","49254"
"NAICS","Colorado","Per capita real GDP by state","All industry total","chained 2009 dollars","2011","49285"
"NAICS","Colorado","Per capita real GDP by state","All industry total","chained 2009 dollars","2012","49639"
"NAICS","Colorado","Per capita real GDP by state","All industry total","chained 2009 dollars","2013","50475"
"NAICS","Colorado","Per capita real GDP by state","All industry total","chained 2009 dollars","2014","52064"
"NAICS","Colorado","Per capita real GDP by state","All industry total","chained 2009 dollars","2015","52858"
"NAICS","Colorado","Per capita real GDP by state","All industry total","chained 2009 dollars","2016","52567"
"NAICS","Hawaii","Per capita real GDP by state","All industry total","chained 2009 dollars","1997","43832"
"NAICS","Hawaii","Per capita real GDP by state","All industry total","chained 2009 dollars","1998","42562"
"NAICS","Hawaii","Per capita real GDP by state","All industry total","chained 2009 dollars","1999","43398"
"NAICS","Hawaii","Per capita real GDP by state","All industry total","chained 2009 dollars","2000","44260"
"NAICS","Hawaii","Per capita real GDP by state","All industry total","chained 2009 dollars","2001","43778"
"NAICS","Hawaii","Per capita real GDP by state","All industry total","chained 2009 dollars","2002","44658"
"NAICS","Hawaii","Per capita real GDP by state","All industry total","chained 2009 dollars","2003","46437"
"NAICS","Hawaii","Per capita real GDP by state","All industry total","chained 2009 dollars","2004","48373"
"NAICS","Hawaii","Per capita real GDP by state","All industry total","chained 2009 dollars","2005","50145"
"NAICS","Hawaii","Per capita real GDP by state","All industry total","chained 2009 dollars","2006","50631"
"NAICS","Hawaii","Per capita real GDP by state","All industry total","chained 2009 dollars","2007","51245"
"NAICS","Hawaii","Per capita real GDP by state","All industry total","chained 2009 dollars","2008","50833"
"NAICS","Hawaii","Per capita real GDP by state","All industry total","chained 2009 dollars","2009","48549"
"NAICS","Hawaii","Per capita real GDP by state","All industry total","chained 2009 dollars","2010","49418"
"NAICS","Hawaii","Per capita real GDP by state","All industry total","chained 2009 dollars","2011","49331"
"NAICS","Hawaii","Per capita real GDP by state","All industry total","chained 2009 dollars","2012","49513"
"NAICS","Hawaii","Per capita real GDP by state","All industry total","chained 2009 dollars","2013","49539"
"NAICS","Hawaii","Per capita real GDP by state","All industry total","chained 2009 dollars","2014","49716"
"NAICS","Hawaii","Per capita real GDP by state","All industry total","chained 2009 dollars","2015","50994"
"NAICS","Hawaii","Per capita real GDP by state","All industry total","chained 2009 dollars","2016","51819"
"NAICS","Idaho","Per capita real GDP by state","All industry total","chained 2009 dollars","1997","28780"
"NAICS","Idaho","Per capita real GDP by state","All industry total","chained 2009 dollars","1998","29660"
"NAICS","Idaho","Per capita real GDP by state","All industry total","chained 2009 dollars","1999","31920"
"NAICS","Idaho","Per capita real GDP by state","All industry total","chained 2009 dollars","2000","34851"
"NAICS","Idaho","Per capita real GDP by state","All industry total","chained 2009 dollars","2001","33390"
"NAICS","Idaho","Per capita real GDP by state","All industry total","chained 2009 dollars","2002","33638"
"NAICS","Idaho","Per capita real GDP by state","All industry total","chained 2009 dollars","2003","34034"
"NAICS","Idaho","Per capita real GDP by state","All industry total","chained 2009 dollars","2004","34665"
"NAICS","Idaho","Per capita real GDP by state","All industry total","chained 2009 dollars","2005","35895"
"NAICS","Idaho","Per capita real GDP by state","All industry total","chained 2009 dollars","2006","36931"
"NAICS","Idaho","Per capita real GDP by state","All industry total","chained 2009 dollars","2007","37080"
"NAICS","Idaho","Per capita real GDP by state","All industry total","chained 2009 dollars","2008","36691"
"NAICS","Idaho","Per capita real GDP by state","All industry total","chained 2009 dollars","2009","34664"
"NAICS","Idaho","Per capita real GDP by state","All industry total","chained 2009 dollars","2010","34620"
"NAICS","Idaho","Per capita real GDP by state","All industry total","chained 2009 dollars","2011","34270"
"NAICS","Idaho","Per capita real GDP by state","All industry total","chained 2009 dollars","2012","34094"
"NAICS","Idaho","Per capita real GDP by state","All industry total","chained 2009 dollars","2013","34748"
"NAICS","Idaho","Per capita real GDP by state","All industry total","chained 2009 dollars","2014","35103"
"NAICS","Idaho","Per capita real GDP by state","All industry total","chained 2009 dollars","2015","35738"
"NAICS","Idaho","Per capita real GDP by state","All industry total","chained 2009 dollars","2016","36056"
"NAICS","Montana","Per capita real GDP by state","All industry total","chained 2009 dollars","1997","29984"
"NAICS","Montana","Per capita real GDP by state","All industry total","chained 2009 dollars","1998","31290"
"NAICS","Montana","Per capita real GDP by state","All industry total","chained 2009 dollars","1999","31395"
"NAICS","Montana","Per capita real GDP by state","All industry total","chained 2009 dollars","2000","31899"
"NAICS","Montana","Per capita real GDP by state","All industry total","chained 2009 dollars","2001","32272"
"NAICS","Montana","Per capita real GDP by state","All industry total","chained 2009 dollars","2002","32851"
"NAICS","Montana","Per capita real GDP by state","All industry total","chained 2009 dollars","2003","33848"
"NAICS","Montana","Per capita real GDP by state","All industry total","chained 2009 dollars","2004","34870"
"NAICS","Montana","Per capita real GDP by state","All industry total","chained 2009 dollars","2005","36120"
"NAICS","Montana","Per capita real GDP by state","All industry total","chained 2009 dollars","2006","36769"
"NAICS","Montana","Per capita real GDP by state","All industry total","chained 2009 dollars","2007","38063"
"NAICS","Montana","Per capita real GDP by state","All industry total","chained 2009 dollars","2008","37636"
"NAICS","Montana","Per capita real GDP by state","All industry total","chained 2009 dollars","2009","36667"
"NAICS","Montana","Per capita real GDP by state","All industry total","chained 2009 dollars","2010","37733"
"NAICS","Montana","Per capita real GDP by state","All industry total","chained 2009 dollars","2011","38542"
"NAICS","Montana","Per capita real GDP by state","All industry total","chained 2009 dollars","2012","38537"
"NAICS","Montana","Per capita real GDP by state","All industry total","chained 2009 dollars","2013","38476"
"NAICS","Montana","Per capita real GDP by state","All industry total","chained 2009 dollars","2014","39174"
"NAICS","Montana","Per capita real GDP by state","All industry total","chained 2009 dollars","2015","39725"
"NAICS","Montana","Per capita real GDP by state","All industry total","chained 2009 dollars","2016","39763"
"NAICS","New Mexico","Per capita real GDP by state","All industry total","chained 2009 dollars","1997","36297"
"NAICS","New Mexico","Per capita real GDP by state","All industry total","chained 2009 dollars","1998","35684"
"NAICS","New Mexico","Per capita real GDP by state","All industry total","chained 2009 dollars","1999","37395"
"NAICS","New Mexico","Per capita real GDP by state","All industry total","chained 2009 dollars","2000","37773"
"NAICS","New Mexico","Per capita real GDP by state","All industry total","chained 2009 dollars","2001","37915"
"NAICS","New Mexico","Per capita real GDP by state","All industry total","chained 2009 dollars","2002","38421"
"NAICS","New Mexico","Per capita real GDP by state","All industry total","chained 2009 dollars","2003","39578"
"NAICS","New Mexico","Per capita real GDP by state","All industry total","chained 2009 dollars","2004","41558"
"NAICS","New Mexico","Per capita real GDP by state","All industry total","chained 2009 dollars","2005","41193"
"NAICS","New Mexico","Per capita real GDP by state","All industry total","chained 2009 dollars","2006","41206"
"NAICS","New Mexico","Per capita real GDP by state","All industry total","chained 2009 dollars","2007","40694"
"NAICS","New Mexico","Per capita real GDP by state","All industry total","chained 2009 dollars","2008","41207"
"NAICS","New Mexico","Per capita real GDP by state","All industry total","chained 2009 dollars","2009","40670"
"NAICS","New Mexico","Per capita real GDP by state","All industry total","chained 2009 dollars","2010","40297"
"NAICS","New Mexico","Per capita real GDP by state","All industry total","chained 2009 dollars","2011","40167"
"NAICS","New Mexico","Per capita real GDP by state","All industry total","chained 2009 dollars","2012","40094"
"NAICS","New Mexico","Per capita real GDP by state","All industry total","chained 2009 dollars","2013","39659"
"NAICS","New Mexico","Per capita real GDP by state","All industry total","chained 2009 dollars","2014","40814"
"NAICS","New Mexico","Per capita real GDP by state","All industry total","chained 2009 dollars","2015","41509"
"NAICS","New Mexico","Per capita real GDP by state","All industry total","chained 2009 dollars","2016","41559"
"NAICS","Nevada","Per capita real GDP by state","All industry total","chained 2009 dollars","1997","48066"
"NAICS","Nevada","Per capita real GDP by state","All industry total","chained 2009 dollars","1998","48073"
"NAICS","Nevada","Per capita real GDP by state","All industry total","chained 2009 dollars","1999","49517"
"NAICS","Nevada","Per capita real GDP by state","All industry total","chained 2009 dollars","2000","49607"
"NAICS","Nevada","Per capita real GDP by state","All industry total","chained 2009 dollars","2001","48733"
"NAICS","Nevada","Per capita real GDP by state","All industry total","chained 2009 dollars","2002","48489"
"NAICS","Nevada","Per capita real GDP by state","All industry total","chained 2009 dollars","2003","49271"
"NAICS","Nevada","Per capita real GDP by state","All industry total","chained 2009 dollars","2004","52310"
"NAICS","Nevada","Per capita real GDP by state","All industry total","chained 2009 dollars","2005","54790"
"NAICS","Nevada","Per capita real GDP by state","All industry total","chained 2009 dollars","2006","54797"
"NAICS","Nevada","Per capita real GDP by state","All industry total","chained 2009 dollars","2007","52818"
"NAICS","Nevada","Per capita real GDP by state","All industry total","chained 2009 dollars","2008","49286"
"NAICS","Nevada","Per capita real GDP by state","All industry total","chained 2009 dollars","2009","44774"
"NAICS","Nevada","Per capita real GDP by state","All industry total","chained 2009 dollars","2010","44589"
"NAICS","Nevada","Per capita real GDP by state","All industry total","chained 2009 dollars","2011","44555"
"NAICS","Nevada","Per capita real GDP by state","All industry total","chained 2009 dollars","2012","43382"
"NAICS","Nevada","Per capita real GDP by state","All industry total","chained 2009 dollars","2013","43075"
"NAICS","Nevada","Per capita real GDP by state","All industry total","chained 2009 dollars","2014","43067"
"NAICS","Nevada","Per capita real GDP by state","All industry total","chained 2009 dollars","2015","43803"
"NAICS","Nevada","Per capita real GDP by state","All industry total","chained 2009 dollars","2016","43557"
"NAICS","Oregon","Per capita real GDP by state","All industry total","chained 2009 dollars","1997","33967"
"NAICS","Oregon","Per capita real GDP by state","All industry total","chained 2009 dollars","1998","35256"
"NAICS","Oregon","Per capita real GDP by state","All industry total","chained 2009 dollars","1999","35552"
"NAICS","Oregon","Per capita real GDP by state","All industry total","chained 2009 dollars","2000","38193"
"NAICS","Oregon","Per capita real GDP by state","All industry total","chained 2009 dollars","2001","37161"
"NAICS","Oregon","Per capita real GDP by state","All industry total","chained 2009 dollars","2002","37669"
"NAICS","Oregon","Per capita real GDP by state","All industry total","chained 2009 dollars","2003","38870"
"NAICS","Oregon","Per capita real GDP by state","All industry total","chained 2009 dollars","2004","42196"
"NAICS","Oregon","Per capita real GDP by state","All industry total","chained 2009 dollars","2005","42558"
"NAICS","Oregon","Per capita real GDP by state","All industry total","chained 2009 dollars","2006","45752"
"NAICS","Oregon","Per capita real GDP by state","All industry total","chained 2009 dollars","2007","46504"
"NAICS","Oregon","Per capita real GDP by state","All industry total","chained 2009 dollars","2008","48508"
"NAICS","Oregon","Per capita real GDP by state","All industry total","chained 2009 dollars","2009","47530"
"NAICS","Oregon","Per capita real GDP by state","All industry total","chained 2009 dollars","2010","49601"
"NAICS","Oregon","Per capita real GDP by state","All industry total","chained 2009 dollars","2011","51266"
"NAICS","Oregon","Per capita real GDP by state","All industry total","chained 2009 dollars","2012","49395"
"NAICS","Oregon","Per capita real GDP by state","All industry total","chained 2009 dollars","2013","48094"
"NAICS","Oregon","Per capita real GDP by state","All industry total","chained 2009 dollars","2014","48466"
"NAICS","Oregon","Per capita real GDP by state","All industry total","chained 2009 dollars","2015","50058"
"NAICS","Oregon","Per capita real GDP by state","All industry total","chained 2009 dollars","2016","51066"
"NAICS","Utah","Per capita real GDP by state","All industry total","chained 2009 dollars","1997","35533"
"NAICS","Utah","Per capita real GDP by state","All industry total","chained 2009 dollars","1998","36974"
"NAICS","Utah","Per capita real GDP by state","All industry total","chained 2009 dollars","1999","38084"
"NAICS","Utah","Per capita real GDP by state","All industry total","chained 2009 dollars","2000","38695"
"NAICS","Utah","Per capita real GDP by state","All industry total","chained 2009 dollars","2001","38849"
"NAICS","Utah","Per capita real GDP by state","All industry total","chained 2009 dollars","2002","38764"
"NAICS","Utah","Per capita real GDP by state","All industry total","chained 2009 dollars","2003","39094"
"NAICS","Utah","Per capita real GDP by state","All industry total","chained 2009 dollars","2004","40089"
"NAICS","Utah","Per capita real GDP by state","All industry total","chained 2009 dollars","2005","41657"
"NAICS","Utah","Per capita real GDP by state","All industry total","chained 2009 dollars","2006","44004"
"NAICS","Utah","Per capita real GDP by state","All industry total","chained 2009 dollars","2007","45293"
"NAICS","Utah","Per capita real GDP by state","All industry total","chained 2009 dollars","2008","43375"
"NAICS","Utah","Per capita real GDP by state","All industry total","chained 2009 dollars","2009","41563"
"NAICS","Utah","Per capita real GDP by state","All industry total","chained 2009 dollars","2010","41500"
"NAICS","Utah","Per capita real GDP by state","All industry total","chained 2009 dollars","2011","41992"
"NAICS","Utah","Per capita real GDP by state","All industry total","chained 2009 dollars","2012","41929"
"NAICS","Utah","Per capita real GDP by state","All industry total","chained 2009 dollars","2013","42267"
"NAICS","Utah","Per capita real GDP by state","All industry total","chained 2009 dollars","2014","43145"
"NAICS","Utah","Per capita real GDP by state","All industry total","chained 2009 dollars","2015","44174"
"NAICS","Utah","Per capita real GDP by state","All industry total","chained 2009 dollars","2016","44893"
"NAICS","Washington","Per capita real GDP by state","All industry total","chained 2009 dollars","1997","45753"
"NAICS","Washington","Per capita real GDP by state","All industry total","chained 2009 dollars","1998","47712"
